Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,league_name,season,season_start
Getafe,2,38.0,43,7.0,0.0,3.0,3.0,39.7,0.29,-0.3,-0.01,370.0,913.0,40.5,863.0,48.0,80.1,51.7,263.0,84.4,55.4,444.0,17.0,3.8,50.0,1.32,18.5,La Liga 2020-2021,la liga,2020-2021,2020
Granada,3,38.0,65,6.0,2.0,4.0,1.0,61.9,0.31,-2.1,-0.05,310.0,848.0,36.6,944.0,79.0,62.6,46.5,316.0,81.3,56.1,546.0,12.0,2.2,62.0,1.63,18.0,La Liga 2020-2021,la liga,2020-2021,2020
Huesca,2,38.0,53,5.0,1.0,10.0,2.0,48.2,0.29,-2.8,-0.07,188.0,508.0,37.0,1077.0,187.0,35.7,34.2,298.0,41.6,38.3,539.0,16.0,3.0,34.0,0.89,13.4,La Liga 2020-2021,la liga,2020-2021,2020
Levante,3,38.0,57,3.0,1.0,6.0,2.0,49.8,0.29,-5.2,-0.14,136.0,382.0,35.6,936.0,197.0,32.4,32.2,282.0,28.0,29.6,532.0,9.0,1.7,71.0,1.87,18.2,La Liga 2020-2021,la liga,2020-2021,2020
Osasuna,3,38.0,48,5.0,0.0,5.0,2.0,47.0,0.3,1.0,0.03,441.0,996.0,44.3,995.0,92.0,71.5,48.0,302.0,94.4,61.3,600.0,30.0,5.0,76.0,2.0,17.5,La Liga 2020-2021,la liga,2020-2021,2020
Real Madrid,1,38.0,28,7.0,0.0,3.0,1.0,32.7,0.22,5.7,0.15,89.0,300.0,29.7,1086.0,243.0,20.6,29.6,235.0,32.3,36.6,472.0,26.0,5.5,44.0,1.16,15.7,La Liga 2020-2021,la liga,2020-2021,2020
Real Sociedad,1,38.0,38,3.0,0.0,4.0,1.0,35.0,0.3,-2.0,-0.05,204.0,520.0,39.2,998.0,132.0,38.2,35.1,217.0,64.1,49.7,415.0,9.0,2.2,47.0,1.24,17.3,La Liga 2020-2021,la liga,2020-2021,2020
Sevilla,2,38.0,33,4.0,0.0,4.0,2.0,33.5,0.24,2.5,0.07,183.0,418.0,43.8,1012.0,169.0,29.8,29.2,228.0,50.9,39.7,512.0,30.0,5.9,36.0,0.95,11.2,La Liga 2020-2021,la liga,2020-2021,2020
Valencia,2,38.0,53,5.0,3.0,5.0,2.0,48.2,0.24,-2.8,-0.07,291.0,664.0,43.8,871.0,145.0,49.1,41.4,338.0,69.8,50.4,655.0,11.0,1.7,31.0,0.82,19.2,La Liga 2020-2021,la liga,2020-2021,2020
Valladolid,2,38.0,57,6.0,1.0,5.0,0.0,53.4,0.3,-3.6,-0.1,251.0,810.0,31.0,877.0,133.0,61.1,43.2,332.0,82.5,58.3,578.0,7.0,1.2,28.0,0.74,14.9,La Liga 2020-2021,la liga,2020-2021,2020
Villarreal,2,38.0,44,7.0,0.0,3.0,2.0,38.7,0.25,-3.3,-0.09,167.0,431.0,38.7,1098.0,208.0,26.0,30.2,304.0,48.0,40.5,597.0,28.0,4.7,32.0,0.84,13.9,La Liga 2020-2021,la liga,2020-2021,2020
Atalanta,2,38.0,47,5.0,0.0,5.0,1.0,42.3,0.31,-3.7,-0.1,132.0,323.0,40.9,868.0,161.0,24.8,28.3,173.0,62.4,47.7,377.0,14.0,3.7,66.0,1.74,16.3,Serie A 2020-2021,serie a,2020-2021,2020
Benevento,2,38.0,75,4.0,0.0,9.0,6.0,63.2,0.34,-5.8,-0.15,205.0,583.0,35.2,972.0,187.0,43.4,25.6,296.0,54.4,41.3,639.0,21.0,3.3,24.0,0.63,13.0,Serie A 2020-2021,serie a,2020-2021,2020
Bologna,3,38.0,65,7.0,2.0,9.0,2.0,63.3,0.3,0.3,0.01,127.0,333.0,38.1,1071.0,209.0,24.6,27.6,304.0,23.0,23.4,562.0,28.0,5.0,39.0,1.03,15.0,Serie A 2020-2021,serie a,2020-2021,2020
Cagliari,2,38.0,59,5.0,1.0,9.0,0.0,59.1,0.27,0.1,0.0,201.0,483.0,41.6,756.0,156.0,39.2,33.5,312.0,59.9,42.5,601.0,20.0,3.3,22.0,0.58,14.2,Serie A 2020-2021,serie a,2020-2021,2020
Crotone,3,38.0,92,5.0,2.0,9.0,2.0,73.4,0.32,-16.6,-0.44,210.0,526.0,39.9,1186.0,177.0,33.4,31.8,330.0,39.4,32.9,589.0,18.0,3.1,38.0,1.0,15.1,Serie A 2020-2021,serie a,2020-2021,2020
Fiorentina,2,38.0,59,8.0,1.0,11.0,2.0,59.3,0.32,2.3,0.06,208.0,562.0,37.0,845.0,170.0,46.2,37.9,292.0,58.9,45.3,538.0,26.0,4.8,28.0,0.74,13.3,Serie A 2020-2021,serie a,2020-2021,2020
Genoa,3,38.0,58,7.0,0.0,6.0,2.0,59.1,0.29,3.1,0.08,204.0,614.0,33.2,1042.0,168.0,44.0,24.4,330.0,47.3,37.4,621.0,21.0,3.4,26.0,0.68,14.5,Serie A 2020-2021,serie a,2020-2021,2020
Hellas Verona,3,38.0,48,6.0,1.0,7.0,2.0,41.5,0.25,-4.5,-0.12,212.0,744.0,28.5,780.0,86.0,61.8,43.1,292.0,89.7,58.3,487.0,12.0,2.5,25.0,0.66,12.4,Serie A 2020-2021,serie a,2020-2021,2020
Inter,3,38.0,35,5.0,1.0,3.0,1.0,33.3,0.23,-0.7,-0.02,91.0,202.0,45.0,919.0,172.0,17.1,17.9,228.0,19.7,25.2,474.0,13.0,2.7,26.0,0.68,20.0,Serie A 2020-2021,serie a,2020-2021,2020
Juventus,3,38.0,38,6.0,1.0,4.0,2.0,36.4,0.23,0.4,0.01,101.0,211.0,47.9,1064.0,177.0,16.9,26.5,268.0,11.6,21.6,523.0,13.0,2.5,47.0,1.24,16.2,Serie A 2020-2021,serie a,2020-2021,2020
Lazio,2,38.0,55,10.0,0.0,7.0,2.0,50.2,0.27,-2.8,-0.07,181.0,385.0,47.0,1236.0,174.0,28.2,30.8,236.0,15.7,22.7,491.0,13.0,2.6,22.0,0.58,13.8,Serie A 2020-2021,serie a,2020-2021,2020
Milan,2,38.0,41,3.0,2.0,8.0,1.0,38.1,0.27,-1.9,-0.05,153.0,368.0,41.6,1002.0,156.0,28.0,19.7,252.0,34.5,29.4,568.0,29.0,5.1,43.0,1.13,8.0,Serie A 2020-2021,serie a,2020-2021,2020
Napoli,2,38.0,41,5.0,1.0,3.0,1.0,40.1,0.29,0.1,0.0,92.0,196.0,46.9,923.0,147.0,18.2,24.9,225.0,12.4,19.2,433.0,23.0,5.3,24.0,0.63,13.1,Serie A 2020-2021,serie a,2020-2021,2020
Parma,2,38.0,83,3.0,0.0,10.0,3.0,61.2,0.31,-18.8,-0.49,315.0,584.0,53.9,1189.0,188.0,39.2,34.4,302.0,39.1,35.4,646.0,16.0,2.5,24.0,0.63,13.9,Serie A 2020-2021,serie a,2020-2021,2020
Roma,3,38.0,58,5.0,2.0,5.0,3.0,46.8,0.25,-8.2,-0.22,122.0,323.0,37.8,986.0,201.0,25.4,30.9,221.0,33.0,32.4,386.0,12.0,3.1,55.0,1.45,18.3,Serie A 2020-2021,serie a,2020-2021,2020
Sampdoria,2,38.0,54,7.0,1.0,6.0,1.0,52.1,0.25,-0.9,-0.02,214.0,548.0,39.1,1013.0,187.0,37.6,35.0,266.0,62.8,44.9,580.0,12.0,2.1,35.0,0.92,14.8,Serie A 2020-2021,serie a,2020-2021,2020
Sassuolo,2,38.0,56,4.0,0.0,4.0,1.0,53.7,0.27,-1.3,-0.03,118.0,320.0,36.9,1103.0,174.0,24.3,27.7,273.0,19.0,22.0,528.0,27.0,5.1,35.0,0.92,15.1,Serie A 2020-2021,serie a,2020-2021,2020
Spezia,3,38.0,72,9.0,1.0,6.0,0.0,63.8,0.31,-8.2,-0.22,234.0,625.0,37.4,1609.0,188.0,33.3,34.2,205.0,43.9,40.2,407.0,16.0,3.9,60.0,1.58,17.3,Serie A 2020-2021,serie a,2020-2021,2020
Torino,3,38.0,69,9.0,1.0,6.0,0.0,56.0,0.3,-13.0,-0.34,190.0,495.0,38.4,897.0,130.0,38.0,33.6,309.0,49.8,38.4,569.0,12.0,2.1,31.0,0.82,14.6,Serie A 2020-2021,serie a,2020-2021,2020
Udinese,4,38.0,58,14.0,2.0,2.0,0.0,56.4,0.27,-1.6,-0.04,181.0,411.0,44.0,810.0,182.0,36.3,39.1,274.0,42.7,35.3,533.0,26.0,4.9,18.0,0.47,5.7,Serie A 2020-2021,serie a,2020-2021,2020
Angers,1,38.0,58,7.0,0.0,5.0,1.0,53.5,0.33,-3.5,-0.09,143.0,456.0,31.4,712.0,214.0,37.5,35.2,269.0,70.3,50.9,516.0,19.0,3.7,17.0,0.45,11.3,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Bordeaux,1,38.0,56,7.0,2.0,6.0,1.0,48.2,0.26,-6.8,-0.18,264.0,610.0,43.3,1034.0,144.0,40.0,35.3,292.0,67.1,47.6,560.0,16.0,2.9,30.0,0.79,13.2,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Brest,2,38.0,66,9.0,1.0,5.0,2.0,57.5,0.27,-6.5,-0.17,195.0,434.0,44.9,1036.0,185.0,32.2,35.8,304.0,32.9,34.6,599.0,27.0,4.5,27.0,0.71,17.4,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Dijon,3,38.0,73,7.0,1.0,7.0,2.0,65.5,0.31,-5.5,-0.15,192.0,574.0,33.4,890.0,204.0,38.9,35.2,348.0,65.5,47.4,618.0,19.0,3.1,37.0,0.97,16.2,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lens,2,38.0,54,11.0,0.0,6.0,3.0,46.0,0.25,-5.0,-0.13,189.0,507.0,37.3,780.0,147.0,49.0,39.4,269.0,46.5,38.5,494.0,17.0,3.4,32.0,0.84,21.8,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lille,1,38.0,23,1.0,0.0,7.0,2.0,28.8,0.25,7.8,0.21,123.0,393.0,31.3,826.0,194.0,30.3,31.6,240.0,59.6,48.7,490.0,27.0,5.5,44.0,1.16,17.2,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lorient,2,38.0,68,10.0,1.0,6.0,1.0,54.3,0.27,-12.7,-0.34,163.0,508.0,32.1,684.0,153.0,43.3,37.1,305.0,69.5,49.5,492.0,11.0,2.2,23.0,0.61,12.1,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Lyon,1,38.0,43,5.0,2.0,4.0,2.0,36.2,0.23,-4.8,-0.13,149.0,338.0,44.1,933.0,186.0,25.9,30.2,250.0,38.4,35.6,499.0,10.0,2.0,60.0,1.58,18.3,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Marseille,2,38.0,47,3.0,1.0,7.0,1.0,40.7,0.29,-5.3,-0.14,143.0,491.0,29.1,1049.0,205.0,31.6,17.2,294.0,54.1,42.5,576.0,22.0,3.8,36.0,0.95,12.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Metz,2,38.0,48,12.0,1.0,4.0,1.0,46.8,0.23,-0.2,0.0,220.0,566.0,38.9,822.0,210.0,42.0,30.0,318.0,69.5,51.6,591.0,41.0,6.9,49.0,1.29,13.4,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Monaco,3,38.0,42,5.0,1.0,1.0,1.0,35.5,0.3,-5.5,-0.15,154.0,453.0,34.0,1087.0,136.0,30.5,32.9,243.0,50.2,42.1,416.0,10.0,2.4,75.0,1.97,21.5,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Montpellier,2,38.0,62,12.0,0.0,5.0,2.0,63.1,0.27,3.1,0.08,293.0,634.0,46.2,967.0,221.0,41.8,35.5,328.0,70.1,50.4,587.0,31.0,5.3,18.0,0.47,13.4,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nantes,1,38.0,55,10.0,2.0,7.0,1.0,51.2,0.24,-2.8,-0.07,197.0,640.0,30.8,864.0,131.0,50.1,39.9,257.0,80.5,54.8,507.0,23.0,4.5,36.0,0.95,14.8,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nice,1,38.0,53,7.0,1.0,11.0,0.0,50.8,0.25,-2.2,-0.06,91.0,286.0,31.8,919.0,180.0,21.1,27.2,300.0,30.7,32.4,572.0,24.0,4.2,20.0,0.53,13.1,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Nîmes,1,38.0,71,6.0,1.0,7.0,0.0,64.1,0.29,-6.9,-0.18,254.0,731.0,34.7,1283.0,148.0,41.3,36.1,308.0,65.3,46.7,600.0,17.0,2.8,41.0,1.08,16.1,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Paris S-G,3,38.0,28,1.0,0.0,2.0,1.0,37.6,0.27,10.6,0.28,73.0,166.0,44.0,758.0,164.0,16.4,27.2,227.0,18.5,26.2,430.0,0.0,0.0,37.0,0.97,16.6,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Reims,2,38.0,50,5.0,0.0,7.0,1.0,51.4,0.27,2.4,0.06,197.0,655.0,30.1,1143.0,172.0,39.4,29.1,355.0,57.7,46.3,598.0,11.0,1.8,37.0,0.97,17.8,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Rennes,3,38.0,40,3.0,0.0,4.0,1.0,35.5,0.25,-3.5,-0.09,163.0,413.0,39.5,980.0,186.0,27.7,30.6,258.0,55.0,44.1,402.0,10.0,2.5,74.0,1.95,20.8,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Saint-Étienne,3,38.0,54,6.0,4.0,6.0,2.0,42.5,0.27,-9.5,-0.25,149.0,452.0,33.0,855.0,185.0,32.7,33.4,276.0,62.3,48.4,513.0,21.0,4.1,20.0,0.53,13.1,Ligue 1 2020-2021,ligue 1,2020-2021,2020
Strasbourg,3,38.0,58,6.0,2.0,7.0,1.0,50.6,0.3,-6.4,-0.17,287.0,638.0,45.0,832.0,153.0,49.2,38.9,299.0,76.6,54.8,527.0,16.0,3.0,15.0,0.39,11.9,Ligue 1 2020-2021,ligue 1,2020-2021,2020
ADO Den Haag,2,34.0,76,6.0,1.0,7.0,1.0,68.9,0.29,-6.1,-0.18,275.0,652.0,42.2,959.0,180.0,43.9,39.2,342.0,67.5,49.7,574.0,21.0,3.7,22.0,0.65,10.8,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Ajax,3,34.0,23,1.0,1.0,3.0,0.0,29.0,0.26,6.0,0.18,169.0,364.0,46.4,1040.0,157.0,29.7,31.1,166.0,33.1,32.4,283.0,16.0,5.7,46.0,1.35,18.1,Eredivisie 2020-2021,eredivisie,2020-2021,2020
AZ Alkmaar,2,34.0,41,4.0,1.0,5.0,2.0,37.0,0.28,-2.0,-0.06,145.0,414.0,35.0,1057.0,201.0,30.5,42.7,227.0,40.5,35.9,438.0,13.0,3.0,25.0,0.74,19.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Emmen,3,34.0,68,4.0,0.0,4.0,1.0,58.8,0.31,-8.2,-0.24,236.0,631.0,37.4,1137.0,181.0,39.8,36.0,284.0,62.7,46.7,466.0,8.0,1.7,24.0,0.71,12.2,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Feyenoord,2,34.0,36,8.0,0.0,3.0,3.0,43.2,0.25,10.2,0.3,183.0,437.0,41.9,1017.0,243.0,31.7,31.5,216.0,53.2,45.0,407.0,23.0,5.7,48.0,1.41,16.8,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Fortuna Sittard,3,34.0,58,9.0,2.0,3.0,2.0,57.4,0.3,1.4,0.04,269.0,713.0,37.7,1039.0,134.0,49.0,40.1,309.0,66.0,47.8,574.0,19.0,3.3,50.0,1.47,16.4,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Groningen,1,34.0,37,5.0,0.0,5.0,1.0,37.8,0.25,1.8,0.05,265.0,754.0,35.1,1418.0,164.0,43.2,36.5,233.0,60.9,48.8,416.0,8.0,1.9,63.0,1.85,16.1,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heerenveen,1,34.0,49,8.0,0.0,6.0,1.0,43.5,0.24,-4.5,-0.13,186.0,430.0,43.3,937.0,179.0,30.9,31.2,317.0,44.2,38.6,563.0,13.0,2.3,60.0,1.76,17.9,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heracles Almelo,3,34.0,53,4.0,0.0,3.0,2.0,43.4,0.28,-7.6,-0.22,175.0,483.0,36.2,867.0,143.0,38.3,42.1,257.0,58.8,45.6,393.0,21.0,5.3,32.0,0.94,10.3,Eredivisie 2020-2021,eredivisie,2020-2021,2020
PSV Eindhoven,2,34.0,35,5.0,0.0,2.0,1.0,30.2,0.23,-3.8,-0.11,105.0,236.0,44.5,750.0,150.0,20.4,17.8,198.0,41.9,36.9,352.0,8.0,2.3,40.0,1.18,28.8,Eredivisie 2020-2021,eredivisie,2020-2021,2020
RKC Waalwijk,1,34.0,55,3.0,1.0,3.0,0.0,64.6,0.29,9.6,0.28,280.0,708.0,39.5,1310.0,209.0,41.8,35.3,288.0,55.9,40.8,502.0,26.0,5.2,45.0,1.32,15.7,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Sparta R'dam,2,34.0,48,3.0,1.0,11.0,0.0,45.4,0.31,-2.6,-0.08,234.0,634.0,36.9,700.0,124.0,56.0,50.6,306.0,79.1,56.4,478.0,5.0,1.0,13.0,0.38,6.8,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Twente,1,34.0,50,7.0,1.0,4.0,3.0,49.1,0.27,2.1,0.06,191.0,678.0,28.2,1300.0,169.0,41.2,36.7,259.0,54.8,44.9,429.0,15.0,3.5,40.0,1.18,15.2,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Utrecht,3,34.0,41,5.0,1.0,5.0,1.0,37.2,0.29,-2.8,-0.08,139.0,357.0,38.9,702.0,163.0,33.3,34.2,253.0,48.6,40.6,413.0,8.0,1.9,32.0,0.94,4.6,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Vitesse,2,34.0,38,3.0,0.0,5.0,0.0,42.2,0.29,4.2,0.12,245.0,657.0,37.3,1312.0,187.0,45.1,37.2,222.0,29.3,31.0,407.0,12.0,2.9,44.0,1.29,16.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
VVV-Venlo,2,34.0,91,10.0,1.0,8.0,1.0,81.0,0.29,-9.0,-0.26,351.0,815.0,43.1,947.0,86.0,53.2,39.3,384.0,81.0,54.7,516.0,9.0,1.7,26.0,0.76,14.7,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Willem II,3,34.0,68,7.0,1.0,8.0,2.0,53.3,0.27,-12.7,-0.37,252.0,680.0,37.1,868.0,156.0,51.8,36.2,299.0,76.9,54.8,487.0,22.0,4.5,45.0,1.32,16.9,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Zwolle,2,34.0,53,3.0,0.0,4.0,1.0,46.9,0.28,-5.1,-0.15,161.0,472.0,34.1,1033.0,198.0,33.6,33.8,262.0,47.7,42.1,494.0,12.0,2.4,56.0,1.65,15.5,Eredivisie 2020-2021,eredivisie,2020-2021,2020
B-SAD,3,34.0,35,8.0,0.0,6.0,1.0,43.7,0.23,9.7,0.29,216.0,570.0,37.9,872.0,174.0,43.8,57.3,265.0,70.9,49.6,548.0,21.0,3.8,66.0,1.94,,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Benfica,3,34.0,27,3.0,0.0,7.0,1.0,33.5,0.27,7.5,0.22,121.0,295.0,41.0,810.0,193.0,28.1,30.2,208.0,32.2,34.5,334.0,19.0,5.7,53.0,1.56,15.6,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Boavista,1,34.0,49,6.0,2.0,4.0,1.0,52.3,0.31,4.3,0.13,189.0,593.0,31.9,614.0,124.0,52.6,41.0,327.0,82.6,58.4,602.0,21.0,3.5,31.0,0.91,13.1,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Braga,2,34.0,33,3.0,0.0,4.0,0.0,33.7,0.32,0.7,0.02,150.0,369.0,40.7,1042.0,202.0,26.2,27.9,219.0,43.8,36.7,385.0,23.0,6.0,88.0,2.59,21.6,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Famalicão,3,34.0,48,3.0,2.0,7.0,2.0,43.4,0.31,-2.6,-0.08,162.0,467.0,34.7,924.0,172.0,35.8,33.3,259.0,52.5,42.9,475.0,20.0,4.2,56.0,1.65,17.8,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Farense,3,34.0,48,7.0,0.0,3.0,0.0,44.3,0.28,-3.7,-0.11,304.0,706.0,43.1,923.0,145.0,52.3,42.6,286.0,78.0,56.3,507.0,16.0,3.2,28.0,0.83,12.9,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Gil Vicente FC,3,34.0,42,3.0,0.0,6.0,5.0,39.4,0.27,2.4,0.07,185.0,578.0,32.0,1137.0,180.0,35.7,27.3,278.0,61.9,47.5,493.0,14.0,2.8,28.0,0.82,15.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Marítimo,3,34.0,47,4.0,1.0,4.0,2.0,52.0,0.33,7.0,0.2,208.0,540.0,38.5,863.0,150.0,41.3,34.3,300.0,61.3,48.3,520.0,28.0,5.4,40.0,1.18,11.2,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Moreirense,3,34.0,43,6.0,1.0,4.0,2.0,50.5,0.3,9.5,0.28,181.0,548.0,33.0,801.0,160.0,38.3,35.2,319.0,75.5,53.1,458.0,17.0,3.7,21.0,0.62,9.5,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Nacional,3,34.0,59,7.0,1.0,9.0,3.0,57.5,0.29,1.5,0.05,180.0,567.0,31.7,705.0,95.0,47.0,35.0,309.0,76.4,51.1,556.0,10.0,1.8,41.0,1.21,13.9,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Paços de Ferreira,3,34.0,41,8.0,0.0,5.0,0.0,36.3,0.24,-4.7,-0.14,184.0,586.0,31.4,622.0,84.0,59.6,39.2,279.0,77.1,57.5,502.0,35.0,7.0,35.0,1.03,11.3,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Portimonense,2,34.0,41,4.0,0.0,5.0,3.0,36.1,0.26,-1.9,-0.06,287.0,754.0,38.1,1054.0,93.0,49.1,45.5,304.0,77.6,55.8,448.0,14.0,3.1,42.0,1.24,14.2,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Porto,2,34.0,29,3.0,1.0,3.0,0.0,29.9,0.31,0.9,0.03,216.0,475.0,45.5,996.0,160.0,39.7,26.8,189.0,42.3,38.4,369.0,19.0,5.1,57.0,1.68,17.3,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Rio Ave,1,34.0,40,2.0,0.0,1.0,2.0,41.7,0.32,3.7,0.11,148.0,399.0,37.1,948.0,165.0,28.6,31.5,255.0,50.2,40.4,435.0,23.0,5.3,55.0,1.62,16.4,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Santa Clara,2,34.0,36,5.0,1.0,2.0,2.0,33.3,0.25,-0.7,-0.02,253.0,666.0,38.0,943.0,131.0,54.8,38.7,268.0,55.6,45.0,539.0,16.0,3.0,28.0,0.82,9.5,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Sporting CP,3,34.0,20,1.0,1.0,1.0,1.0,21.0,0.25,2.0,0.06,113.0,317.0,35.6,858.0,148.0,29.0,32.8,190.0,35.8,33.5,343.0,20.0,5.8,43.0,1.26,14.6,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Tondela,3,34.0,57,3.0,1.0,5.0,1.0,58.0,0.34,2.0,0.06,205.0,563.0,36.4,973.0,193.0,38.3,35.2,286.0,66.4,48.0,517.0,33.0,6.4,44.0,1.29,15.1,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Vitória,2,34.0,44,3.0,0.0,5.0,0.0,44.4,0.29,0.4,0.01,187.0,551.0,33.9,808.0,122.0,44.9,36.9,274.0,68.6,50.1,469.0,11.0,2.3,44.0,1.29,14.6,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Barnsley,2,46.0,50,3.0,1.0,10.0,1.0,45.4,0.31,-3.6,-0.08,260.0,1036.0,25.1,1139.0,162.0,68.7,43.8,307.0,82.7,57.6,573.0,14.0,2.4,195.0,4.24,18.8,Championship 2020-2021,championship,2020-2021,2020
Birmingham City,3,46.0,61,7.0,3.0,7.0,1.0,58.6,0.29,-1.4,-0.03,367.0,1025.0,35.8,1092.0,167.0,66.4,40.5,342.0,87.7,62.1,554.0,28.0,5.1,49.0,1.07,15.0,Championship 2020-2021,championship,2020-2021,2020
Blackburn,2,46.0,54,4.0,2.0,7.0,2.0,45.1,0.28,-6.9,-0.15,245.0,783.0,31.3,1576.0,272.0,35.7,27.3,357.0,61.6,46.2,570.0,27.0,4.7,79.0,1.72,15.7,Championship 2020-2021,championship,2020-2021,2020
Bournemouth,2,46.0,46,4.0,1.0,7.0,0.0,49.9,0.28,3.9,0.08,159.0,491.0,32.4,1089.0,261.0,30.4,44.7,350.0,45.7,39.6,572.0,36.0,6.3,19.0,0.41,4.0,Championship 2020-2021,championship,2020-2021,2020
Brentford,2,46.0,42,4.0,1.0,4.0,1.0,38.9,0.25,-2.1,-0.05,274.0,704.0,38.9,1978.0,349.0,29.6,31.3,256.0,46.1,39.4,578.0,35.0,6.1,78.0,1.7,16.5,Championship 2020-2021,championship,2020-2021,2020
Bristol City,2,46.0,68,5.0,1.0,15.0,0.0,64.6,0.3,-3.4,-0.07,360.0,1049.0,34.3,1220.0,229.0,57.7,42.5,444.0,77.7,57.3,818.0,19.0,2.3,34.0,0.74,16.8,Championship 2020-2021,championship,2020-2021,2020
Cardiff City,2,46.0,49,1.0,2.0,5.0,2.0,46.5,0.26,-0.5,-0.01,441.0,1109.0,39.8,989.0,102.0,79.6,51.3,332.0,97.0,64.3,660.0,28.0,4.2,22.0,0.48,10.5,Championship 2020-2021,championship,2020-2021,2020
Coventry City,2,46.0,61,11.0,1.0,5.0,3.0,57.9,0.3,-0.1,0.0,251.0,800.0,31.4,1230.0,228.0,47.3,42.6,343.0,63.6,48.1,664.0,19.0,2.9,34.0,0.74,15.7,Championship 2020-2021,championship,2020-2021,2020
Derby County,2,46.0,58,2.0,2.0,8.0,1.0,49.7,0.3,-7.3,-0.16,355.0,977.0,36.3,1557.0,208.0,46.1,40.8,342.0,76.0,54.0,646.0,16.0,2.5,63.0,1.37,13.2,Championship 2020-2021,championship,2020-2021,2020
Huddersfield,3,46.0,71,7.0,1.0,8.0,1.0,71.5,0.33,1.5,0.03,189.0,567.0,33.3,1383.0,283.0,30.4,26.6,352.0,41.8,35.6,588.0,12.0,2.0,56.0,1.22,5.2,Championship 2020-2021,championship,2020-2021,2020
Luton Town,2,46.0,52,4.0,0.0,7.0,3.0,47.2,0.28,-1.8,-0.04,299.0,837.0,35.7,1123.0,236.0,51.4,41.0,385.0,67.5,50.6,668.0,13.0,1.9,37.0,0.8,15.7,Championship 2020-2021,championship,2020-2021,2020
Middlesbrough,2,46.0,53,5.0,1.0,8.0,2.0,39.8,0.25,-11.2,-0.24,347.0,1257.0,27.6,1184.0,66.0,81.2,47.7,312.0,94.9,63.2,482.0,15.0,3.1,32.0,0.7,11.3,Championship 2020-2021,championship,2020-2021,2020
Millwall,1,46.0,52,2.0,0.0,6.0,1.0,47.8,0.27,-3.2,-0.07,247.0,750.0,32.9,766.0,181.0,58.1,42.0,361.0,84.5,56.0,582.0,14.0,2.4,15.0,0.33,10.2,Championship 2020-2021,championship,2020-2021,2020
