Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League,league_name,season,season_start
vs Monaco,42,50.2,38.0,22638.0,2166.0,7192.0,10766.0,4908.0,664.0,22630.0,660.0,359.0,54.4,301.0,45.6,12745.0,67906.0,34861.0,652.0,512.0,136.0,691.0,385.0,14275.0,1359.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Montpellier,25,52.0,38.0,23791.0,2069.0,7048.0,12164.0,4827.0,601.0,23786.0,676.0,372.0,55.0,304.0,45.0,13045.0,71553.0,38633.0,800.0,577.0,148.0,559.0,455.0,15189.0,1483.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nantes,33,49.9,38.0,22296.0,2120.0,6915.0,10842.0,4771.0,645.0,22288.0,690.0,369.0,53.5,320.0,46.4,12010.0,68471.0,36476.0,654.0,506.0,143.0,702.0,446.0,13367.0,1433.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nice,30,45.2,38.0,21522.0,1936.0,6291.0,10121.0,5364.0,757.0,21516.0,617.0,330.0,53.5,287.0,46.5,11939.0,66670.0,35502.0,727.0,611.0,167.0,515.0,375.0,13703.0,1500.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Nîmes,23,54.3,38.0,23409.0,2098.0,7113.0,11546.0,4974.0,641.0,23403.0,757.0,432.0,57.1,324.0,42.8,12530.0,67242.0,35788.0,676.0,476.0,132.0,645.0,408.0,14545.0,1611.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Paris S-G,30,36.3,38.0,18566.0,2443.0,6872.0,8155.0,3774.0,556.0,18560.0,626.0,343.0,54.8,282.0,45.0,10048.0,57076.0,30384.0,699.0,491.0,162.0,524.0,418.0,11095.0,929.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Reims,27,56.4,38.0,24756.0,2018.0,6869.0,12185.0,5936.0,664.0,24749.0,647.0,356.0,55.0,291.0,45.0,13885.0,77219.0,41644.0,756.0,635.0,116.0,644.0,469.0,16362.0,1647.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Rennes,28,49.4,38.0,21824.0,2076.0,6745.0,10526.0,4799.0,740.0,21819.0,650.0,358.0,55.1,292.0,44.9,11840.0,66186.0,36016.0,687.0,451.0,162.0,533.0,360.0,13568.0,1467.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Saint-Étienne,29,47.5,38.0,21690.0,2125.0,6452.0,10630.0,4847.0,679.0,21681.0,633.0,355.0,56.1,278.0,43.9,11814.0,67230.0,36415.0,766.0,538.0,159.0,599.0,394.0,13319.0,1335.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Strasbourg,26,49.9,38.0,22844.0,1835.0,6352.0,11366.0,5380.0,724.0,22835.0,570.0,313.0,54.9,257.0,45.1,12937.0,73983.0,40264.0,824.0,635.0,152.0,599.0,392.0,14793.0,1432.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Toulouse,29,51.8,38.0,22956.0,1970.0,6489.0,10870.0,5833.0,821.0,22950.0,582.0,317.0,54.5,265.0,45.5,11987.0,67601.0,36328.0,786.0,603.0,203.0,604.0,404.0,14128.0,1643.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs ADO Den Haag,25,53.6,34.0,20399.0,1991.0,5895.0,9581.0,5117.0,849.0,20392.0,519.0,290.0,55.9,229.0,44.1,11000.0,66027.0,36612.0,737.0,561.0,197.0,543.0,345.0,12522.0,1471.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Ajax,29,36.7,34.0,16741.0,2893.0,7070.0,6587.0,3285.0,478.0,16739.0,475.0,264.0,55.6,211.0,44.4,8294.0,47321.0,23357.0,461.0,376.0,140.0,554.0,372.0,8659.0,799.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs AZ Alkmaar,24,44.0,34.0,18685.0,2449.0,6725.0,8351.0,3819.0,588.0,18682.0,576.0,350.0,60.8,226.0,39.2,9497.0,54874.0,27838.0,525.0,387.0,135.0,543.0,381.0,10953.0,1020.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs De Graafschap,26,54.0,34.0,20641.0,1966.0,5864.0,9901.0,5092.0,793.0,20636.0,568.0,333.0,58.6,235.0,41.4,11535.0,69955.0,37312.0,738.0,578.0,165.0,596.0,405.0,12505.0,1338.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Emmen,28,52.4,34.0,21236.0,1769.0,5994.0,10211.0,5245.0,804.0,21231.0,573.0,334.0,58.3,239.0,41.7,12167.0,69266.0,36841.0,734.0,509.0,170.0,567.0,401.0,13270.0,1497.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Excelsior,24,53.3,34.0,21430.0,1905.0,5929.0,9430.0,6306.0,1029.0,21425.0,558.0,319.0,57.2,239.0,42.8,12378.0,74851.0,41476.0,956.0,649.0,244.0,550.0,363.0,13511.0,1682.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Feyenoord,28,40.7,34.0,18211.0,2425.0,6275.0,8009.0,4175.0,640.0,18209.0,482.0,256.0,53.1,225.0,46.7,9837.0,58008.0,31079.0,620.0,441.0,158.0,509.0,398.0,10480.0,1175.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Fortuna Sittard,28,52.9,34.0,20636.0,1821.0,6004.0,9236.0,5643.0,945.0,20626.0,701.0,398.0,56.8,302.0,43.1,11451.0,68824.0,37674.0,854.0,601.0,235.0,557.0,350.0,12736.0,1530.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Groningen,27,54.6,34.0,21369.0,2168.0,6952.0,9852.0,4760.0,657.0,21367.0,579.0,291.0,50.3,288.0,49.7,11477.0,60730.0,30872.0,635.0,491.0,144.0,637.0,495.0,12689.0,1365.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heerenveen,24,50.7,34.0,20141.0,1926.0,6098.0,9363.0,4924.0,859.0,20134.0,551.0,323.0,58.6,227.0,41.2,11005.0,66616.0,35032.0,747.0,498.0,222.0,512.0,351.0,12148.0,1394.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heracles Almelo,25,53.5,34.0,21461.0,1897.0,6279.0,10418.0,4983.0,872.0,21447.0,610.0,334.0,54.8,275.0,45.1,11395.0,62871.0,32447.0,647.0,461.0,182.0,608.0,401.0,13352.0,1495.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs NAC Breda,34,53.5,34.0,21747.0,1793.0,5584.0,10388.0,6001.0,906.0,21741.0,540.0,329.0,60.9,211.0,39.1,12825.0,71759.0,38971.0,805.0,613.0,204.0,529.0,387.0,13938.0,1538.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs PSV Eindhoven,26,40.4,34.0,17682.0,2683.0,6975.0,7622.0,3282.0,492.0,17679.0,535.0,307.0,57.4,227.0,42.4,8847.0,50634.0,24855.0,498.0,364.0,125.0,548.0,372.0,9553.0,904.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Utrecht,27,51.1,34.0,20896.0,2100.0,6311.0,10417.0,4385.0,689.0,20891.0,531.0,280.0,52.7,251.0,47.3,11498.0,68157.0,37474.0,660.0,449.0,162.0,619.0,376.0,13019.0,1381.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Vitesse,26,50.3,34.0,20102.0,2197.0,6269.0,9412.0,4612.0,592.0,20096.0,519.0,270.0,52.0,248.0,47.8,10911.0,61375.0,32503.0,616.0,445.0,139.0,536.0,415.0,12242.0,1401.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs VVV-Venlo,24,59.1,34.0,22536.0,1823.0,5584.0,11387.0,5767.0,832.0,22528.0,506.0,258.0,51.0,247.0,48.8,13128.0,76350.0,42263.0,825.0,629.0,214.0,557.0,373.0,14829.0,1583.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Willem II,28,53.6,34.0,21538.0,1789.0,6178.0,10615.0,4959.0,697.0,21530.0,469.0,269.0,57.4,200.0,42.6,11926.0,68846.0,37601.0,758.0,492.0,144.0,628.0,369.0,13569.0,1509.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Zwolle,26,45.6,34.0,18535.0,2199.0,6063.0,8320.0,4357.0,630.0,18529.0,498.0,301.0,60.4,196.0,39.4,9355.0,56448.0,29382.0,606.0,443.0,143.0,532.0,361.0,10984.0,1087.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Aves,34,57.7,34.0,20391.0,1755.0,5788.0,9948.0,4841.0,586.0,20388.0,420.0,229.0,54.5,191.0,45.5,10444.0,62461.0,31847.0,603.0,458.0,94.0,554.0,397.0,12802.0,1519.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs B-SAD,31,,34.0,17710.0,1473.0,4859.0,8303.0,4763.0,644.0,17701.0,437.0,254.0,58.1,183.0,41.9,8999.0,55149.0,27807.0,647.0,491.0,138.0,436.0,328.0,10587.0,1194.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Benfica,29,40.4,34.0,16552.0,2220.0,6330.0,7312.0,3097.0,391.0,16546.0,466.0,270.0,57.9,196.0,42.1,7890.0,45984.0,20115.0,388.0,346.0,85.0,529.0,448.0,9124.0,922.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Boavista,31,55.1,34.0,18322.0,1507.0,5400.0,8323.0,4783.0,677.0,18315.0,462.0,265.0,57.4,197.0,42.6,9371.0,51794.0,26058.0,548.0,357.0,129.0,461.0,351.0,10791.0,1294.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Braga,24,46.4,34.0,17395.0,2131.0,6152.0,7684.0,3770.0,444.0,17388.0,453.0,278.0,61.4,174.0,38.4,8333.0,46320.0,20990.0,423.0,309.0,89.0,450.0,441.0,10096.0,1064.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Chaves,33,53.8,34.0,18872.0,1751.0,5929.0,8479.0,4670.0,660.0,18866.0,429.0,238.0,55.5,191.0,44.5,9449.0,53487.0,27452.0,593.0,447.0,118.0,479.0,376.0,11259.0,1304.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Feirense,33,53.2,34.0,18228.0,1633.0,5998.0,8027.0,4393.0,628.0,18223.0,411.0,240.0,58.4,171.0,41.6,8707.0,50338.0,24305.0,483.0,385.0,110.0,513.0,361.0,10711.0,1224.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Marítimo,30,54.2,34.0,19346.0,1598.0,5530.0,8888.0,5108.0,671.0,19335.0,338.0,198.0,58.6,140.0,41.4,9539.0,56391.0,28016.0,577.0,458.0,105.0,468.0,401.0,11978.0,1393.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Moreirense,26,51.8,34.0,19307.0,1960.0,7137.0,8540.0,3830.0,524.0,19300.0,411.0,205.0,49.9,206.0,50.1,9971.0,53942.0,25374.0,447.0,297.0,116.0,496.0,356.0,11566.0,1147.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Nacional,30,49.0,34.0,16952.0,1889.0,6205.0,6995.0,3927.0,629.0,16939.0,353.0,211.0,59.8,142.0,40.2,7872.0,45488.0,22608.0,480.0,354.0,131.0,528.0,418.0,9556.0,1102.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Portimonense,32,51.2,34.0,18742.0,1823.0,5681.0,8835.0,4416.0,612.0,18737.0,365.0,218.0,59.7,146.0,40.0,9603.0,54521.0,26825.0,546.0,413.0,103.0,539.0,388.0,11138.0,1273.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Porto,27,40.1,34.0,15149.0,2268.0,6157.0,6283.0,2876.0,339.0,15146.0,338.0,196.0,58.0,140.0,41.4,6998.0,39061.0,17774.0,383.0,270.0,95.0,460.0,402.0,7640.0,793.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Rio Ave,33,47.1,34.0,17045.0,1643.0,5254.0,7344.0,4622.0,707.0,17035.0,371.0,220.0,59.3,151.0,40.7,8439.0,47506.0,23602.0,516.0,382.0,139.0,459.0,327.0,10051.0,1300.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Santa Clara,31,52.6,34.0,18083.0,1658.0,5807.0,7994.0,4472.0,600.0,18074.0,350.0,216.0,61.7,133.0,38.0,8611.0,49661.0,24938.0,550.0,425.0,100.0,471.0,339.0,10775.0,1353.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Sporting CP,31,43.4,34.0,16489.0,1980.0,5927.0,7260.0,3477.0,460.0,16487.0,438.0,257.0,58.7,181.0,41.3,7765.0,45070.0,20803.0,439.0,353.0,100.0,473.0,387.0,9233.0,984.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Tondela,25,54.1,34.0,18861.0,1967.0,6298.0,8277.0,4449.0,704.0,18854.0,408.0,241.0,59.1,166.0,40.7,8862.0,51687.0,25932.0,534.0,398.0,127.0,532.0,390.0,10920.0,1230.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória,29,47.9,34.0,17921.0,1795.0,5962.0,8184.0,3951.0,514.0,17917.0,405.0,232.0,57.3,172.0,42.5,8980.0,51004.0,25169.0,478.0,394.0,91.0,499.0,341.0,10598.0,1141.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória Setúbal,31,54.5,34.0,18338.0,1770.0,5805.0,8509.0,4236.0,517.0,18334.0,440.0,282.0,64.1,158.0,35.9,8983.0,54779.0,28331.0,536.0,392.0,99.0,534.0,378.0,10930.0,1197.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Aston Villa,31,46.5,46.0,24280.0,2790.0,8044.0,10770.0,5692.0,899.0,24273.0,505.0,266.0,52.7,239.0,47.3,11331.0,64861.0,33032.0,631.0,440.0,147.0,638.0,376.0,13887.0,1517.0,Championship 2018-2019,championship,2018-2019,2018
vs Birmingham City,25,59.1,46.0,28901.0,2742.0,10310.0,13107.0,5736.0,842.0,28896.0,588.0,331.0,56.3,257.0,43.7,14382.0,80010.0,41523.0,640.0,451.0,138.0,777.0,459.0,16949.0,1653.0,Championship 2018-2019,championship,2018-2019,2018
vs Blackburn,28,49.8,46.0,26104.0,2714.0,8789.0,11384.0,6206.0,922.0,26097.0,595.0,346.0,58.2,248.0,41.7,12536.0,72926.0,37106.0,743.0,494.0,183.0,717.0,513.0,14497.0,1627.0,Championship 2018-2019,championship,2018-2019,2018
vs Bolton,32,58.7,45.0,29542.0,2567.0,9080.0,13262.0,7480.0,1087.0,29535.0,643.0,386.0,60.0,257.0,40.0,14976.0,90193.0,48590.0,950.0,681.0,233.0,713.0,492.0,18401.0,1817.0,Championship 2018-2019,championship,2018-2019,2018
vs Brentford,30,41.9,45.0,22949.0,2783.0,7949.0,9559.0,5710.0,758.0,22946.0,610.0,324.0,53.1,286.0,46.9,10220.0,57950.0,27686.0,636.0,428.0,158.0,722.0,395.0,12092.0,1357.0,Championship 2018-2019,championship,2018-2019,2018
vs Bristol City,29,48.5,46.0,25377.0,2871.0,8384.0,11207.0,6062.0,820.0,25372.0,496.0,275.0,55.4,220.0,44.4,11760.0,67309.0,34079.0,656.0,472.0,161.0,667.0,415.0,13728.0,1455.0,Championship 2018-2019,championship,2018-2019,2018
vs Derby County,29,44.8,46.0,24157.0,2698.0,7961.0,10587.0,5878.0,901.0,24156.0,626.0,372.0,59.4,254.0,40.6,11386.0,64900.0,30943.0,669.0,451.0,176.0,689.0,475.0,13106.0,1487.0,Championship 2018-2019,championship,2018-2019,2018
vs Hull City,28,54.0,46.0,28148.0,2544.0,7991.0,13372.0,7041.0,1059.0,28143.0,662.0,361.0,54.5,301.0,45.5,13431.0,75975.0,38649.0,785.0,580.0,189.0,777.0,455.0,16581.0,1946.0,Championship 2018-2019,championship,2018-2019,2018
vs Ipswich Town,38,50.6,46.0,26586.0,2571.0,8414.0,11708.0,6734.0,1065.0,26580.0,663.0,368.0,55.5,293.0,44.2,11980.0,68036.0,33271.0,707.0,497.0,197.0,757.0,465.0,14397.0,1688.0,Championship 2018-2019,championship,2018-2019,2018
vs Leeds United,28,36.3,46.0,20827.0,3174.0,7987.0,8423.0,4692.0,627.0,20821.0,767.0,413.0,53.8,354.0,46.2,8733.0,54275.0,26247.0,524.0,421.0,123.0,723.0,548.0,9421.0,997.0,Championship 2018-2019,championship,2018-2019,2018
vs Middlesbrough,24,55.9,46.0,28236.0,2807.0,8938.0,12790.0,6756.0,920.0,28232.0,548.0,311.0,56.8,236.0,43.1,14120.0,81817.0,43058.0,899.0,587.0,209.0,715.0,435.0,17131.0,1802.0,Championship 2018-2019,championship,2018-2019,2018
vs Millwall,29,55.7,46.0,27601.0,2933.0,9182.0,12155.0,6496.0,836.0,27593.0,570.0,326.0,57.2,244.0,42.8,13146.0,76499.0,40135.0,799.0,556.0,174.0,698.0,394.0,15866.0,1681.0,Championship 2018-2019,championship,2018-2019,2018
vs Norwich City,24,42.5,46.0,24333.0,2775.0,7421.0,10886.0,6293.0,870.0,24329.0,673.0,356.0,52.9,317.0,47.1,11058.0,62139.0,30406.0,648.0,502.0,156.0,704.0,443.0,13205.0,1586.0,Championship 2018-2019,championship,2018-2019,2018
vs Nott'ham Forest,32,50.6,46.0,26350.0,2541.0,8140.0,11928.0,6592.0,939.0,26344.0,642.0,350.0,54.5,291.0,45.3,12752.0,72648.0,37007.0,687.0,516.0,170.0,722.0,524.0,15004.0,1704.0,Championship 2018-2019,championship,2018-2019,2018
vs Preston,31,48.8,46.0,24987.0,2697.0,8282.0,10540.0,6443.0,963.0,24981.0,562.0,303.0,53.9,259.0,46.1,11376.0,68137.0,34828.0,777.0,588.0,179.0,683.0,380.0,13308.0,1490.0,Championship 2018-2019,championship,2018-2019,2018
vs QPR,29,55.4,46.0,27817.0,2792.0,9232.0,12468.0,6407.0,897.0,27806.0,524.0,297.0,56.7,225.0,42.9,13576.0,78081.0,41130.0,722.0,541.0,162.0,620.0,488.0,16353.0,1683.0,Championship 2018-2019,championship,2018-2019,2018
vs Reading,39,50.8,46.0,27211.0,2434.0,7609.0,12720.0,7149.0,1085.0,27206.0,532.0,281.0,52.8,250.0,47.0,13482.0,73442.0,36600.0,707.0,546.0,182.0,638.0,456.0,16425.0,1862.0,Championship 2018-2019,championship,2018-2019,2018
vs Rotherham Utd,26,57.5,46.0,27219.0,3022.0,8813.0,11966.0,6678.0,1060.0,27210.0,652.0,387.0,59.4,263.0,40.3,13242.0,77421.0,42398.0,833.0,546.0,207.0,679.0,498.0,15474.0,1839.0,Championship 2018-2019,championship,2018-2019,2018
vs Sheffield Utd,26,48.2,46.0,26571.0,2991.0,9086.0,11560.0,6183.0,776.0,26570.0,644.0,356.0,55.3,286.0,44.4,12982.0,76671.0,39571.0,811.0,607.0,142.0,642.0,409.0,15554.0,1493.0,Championship 2018-2019,championship,2018-2019,2018
vs Sheffield Weds,31,51.8,46.0,27259.0,2372.0,7928.0,12842.0,6788.0,997.0,27253.0,647.0,362.0,56.0,285.0,44.0,13262.0,78802.0,40307.0,796.0,568.0,173.0,735.0,561.0,15918.0,1823.0,Championship 2018-2019,championship,2018-2019,2018
vs Stoke City,30,48.9,46.0,26562.0,2655.0,8202.0,11976.0,6661.0,835.0,26558.0,581.0,307.0,52.8,274.0,47.2,13352.0,78320.0,40532.0,777.0,612.0,168.0,733.0,449.0,15748.0,1646.0,Championship 2018-2019,championship,2018-2019,2018
vs Swansea City,28,42.6,46.0,24869.0,2594.0,7570.0,11007.0,6561.0,979.0,24864.0,493.0,270.0,54.8,223.0,45.2,12564.0,72267.0,36415.0,794.0,575.0,202.0,669.0,460.0,14787.0,1681.0,Championship 2018-2019,championship,2018-2019,2018
vs West Brom,29,48.4,46.0,25273.0,2715.0,8008.0,10941.0,6586.0,913.0,25266.0,551.0,308.0,55.9,243.0,44.1,12319.0,73437.0,39040.0,838.0,596.0,188.0,634.0,413.0,14624.0,1608.0,Championship 2018-2019,championship,2018-2019,2018
vs Wigan Athletic,32,52.7,46.0,25801.0,2726.0,8629.0,11087.0,6326.0,949.0,25793.0,584.0,328.0,56.2,254.0,43.5,11969.0,66661.0,33816.0,681.0,466.0,157.0,745.0,429.0,14788.0,1625.0,Championship 2018-2019,championship,2018-2019,2018
vs Augsburg,27,54.3,34.0,21159.0,2018.0,6165.0,10466.0,4771.0,671.0,21156.0,603.0,239.0,39.6,364.0,60.4,10758.0,58267.0,29629.0,562.0,439.0,124.0,432.0,359.0,13280.0,1451.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Bayern Munich,28,33.9,34.0,15888.0,2408.0,6232.0,6997.0,2826.0,408.0,15884.0,549.0,241.0,43.9,308.0,56.1,7480.0,41830.0,21657.0,440.0,303.0,111.0,297.0,301.0,8976.0,854.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Dortmund,30,40.9,34.0,17881.0,2106.0,6161.0,8006.0,3926.0,609.0,17878.0,602.0,256.0,42.5,346.0,57.5,8649.0,47780.0,24310.0,506.0,360.0,136.0,405.0,349.0,10187.0,1121.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Eint Frankfurt,28,52.1,34.0,20360.0,2024.0,6671.0,9764.0,4131.0,587.0,20357.0,542.0,252.0,46.5,289.0,53.3,10134.0,54599.0,27662.0,555.0,367.0,135.0,379.0,334.0,12468.0,1251.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Freiburg,29,55.2,34.0,22530.0,1894.0,6764.0,11028.0,4957.0,730.0,22525.0,551.0,267.0,48.5,284.0,51.5,12006.0,63166.0,32299.0,606.0,472.0,149.0,390.0,355.0,14874.0,1447.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Gladbach,27,48.0,34.0,20770.0,1932.0,5812.0,10266.0,4918.0,772.0,20766.0,598.0,255.0,42.6,343.0,57.4,10912.0,60037.0,30270.0,572.0,454.0,152.0,377.0,331.0,13343.0,1511.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hamburger SV,29,51.0,34.0,19948.0,2081.0,6397.0,9363.0,4381.0,680.0,19944.0,642.0,310.0,48.3,331.0,51.6,9393.0,52415.0,26880.0,567.0,412.0,156.0,412.0,398.0,11566.0,1255.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hannover 96,26,53.1,34.0,21017.0,1818.0,6087.0,10128.0,5027.0,721.0,21013.0,661.0,308.0,46.6,353.0,53.4,10728.0,57275.0,29231.0,588.0,421.0,137.0,433.0,315.0,12927.0,1463.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hertha BSC,25,53.9,34.0,21947.0,1677.0,5714.0,11628.0,4804.0,693.0,21940.0,515.0,202.0,39.2,313.0,60.8,11804.0,62263.0,31400.0,562.0,407.0,140.0,416.0,342.0,14404.0,1582.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hoffenheim,26,48.8,34.0,20357.0,1986.0,6415.0,9690.0,4469.0,668.0,20353.0,571.0,251.0,44.0,320.0,56.0,10786.0,59911.0,31477.0,657.0,461.0,157.0,383.0,368.0,13060.0,1396.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Köln,31,52.6,34.0,21352.0,1891.0,6023.0,10326.0,5246.0,816.0,21343.0,635.0,298.0,46.9,337.0,53.1,11610.0,63990.0,34598.0,703.0,498.0,171.0,364.0,341.0,13622.0,1632.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Leverkusen,24,45.4,34.0,19220.0,2072.0,6497.0,9073.0,3836.0,540.0,19214.0,560.0,235.0,42.0,325.0,58.0,9019.0,49848.0,25587.0,520.0,341.0,136.0,372.0,320.0,11584.0,1176.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Mainz 05,27,55.6,34.0,21649.0,1980.0,6827.0,10352.0,4671.0,705.0,21642.0,625.0,272.0,43.5,353.0,56.5,11076.0,58373.0,29636.0,581.0,420.0,148.0,433.0,346.0,13735.0,1382.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs RB Leipzig,23,45.0,34.0,19148.0,2052.0,6676.0,8835.0,3856.0,623.0,19143.0,617.0,275.0,44.6,342.0,55.4,9066.0,46608.0,23240.0,449.0,298.0,131.0,399.0,356.0,10796.0,1190.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Schalke 04,24,53.4,34.0,21607.0,2076.0,6841.0,10704.0,4265.0,587.0,21601.0,628.0,296.0,47.1,333.0,53.0,11596.0,59886.0,30455.0,559.0,410.0,113.0,352.0,388.0,14154.0,1366.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Stuttgart,26,53.4,34.0,21834.0,1803.0,6205.0,11013.0,4841.0,649.0,21828.0,562.0,232.0,41.3,328.0,58.4,11673.0,66074.0,33486.0,653.0,472.0,141.0,394.0,368.0,14234.0,1555.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Werder Bremen,25,52.6,34.0,21623.0,1984.0,6384.0,10879.0,4577.0,634.0,21619.0,528.0,234.0,44.3,294.0,55.7,11306.0,60886.0,31973.0,606.0,427.0,140.0,348.0,306.0,13947.0,1337.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Wolfsburg,29,50.7,34.0,20282.0,1687.0,5943.0,9801.0,4757.0,743.0,20273.0,547.0,240.0,43.9,307.0,56.1,10947.0,62893.0,34643.0,694.0,429.0,179.0,359.0,282.0,13095.0,1495.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Arsenal,30,38.6,38.0,20225.0,2492.0,6853.0,8809.0,4815.0,693.0,20219.0,581.0,363.0,62.5,218.0,37.5,10454.0,57799.0,29170.0,637.0,426.0,161.0,496.0,405.0,11662.0,1171.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Bournemouth,22,51.9,38.0,23973.0,2295.0,6899.0,11131.0,6195.0,937.0,23970.0,525.0,327.0,62.3,198.0,37.7,12640.0,68641.0,34069.0,700.0,518.0,210.0,540.0,311.0,14815.0,1650.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Brighton,24,56.3,38.0,25393.0,1920.0,6240.0,12559.0,6856.0,891.0,25390.0,642.0,437.0,68.1,204.0,31.8,14493.0,79428.0,43012.0,829.0,652.0,174.0,530.0,394.0,17106.0,1805.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Burnley,24,56.3,38.0,24152.0,2185.0,7397.0,10715.0,6270.0,894.0,24147.0,553.0,349.0,63.1,204.0,36.9,12816.0,74519.0,39993.0,866.0,617.0,193.0,539.0,329.0,15123.0,1541.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Chelsea,26,44.4,38.0,22869.0,2369.0,6864.0,11014.0,5208.0,592.0,22867.0,552.0,342.0,62.0,208.0,37.7,12533.0,64872.0,31985.0,582.0,492.0,117.0,541.0,428.0,14543.0,1388.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Crystal Palace,28,54.8,38.0,24392.0,2156.0,6925.0,11301.0,6399.0,824.0,24390.0,666.0,406.0,61.0,260.0,39.0,13357.0,74894.0,39706.0,744.0,559.0,132.0,546.0,426.0,15336.0,1701.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Everton,30,54.5,38.0,24274.0,1968.0,6915.0,11029.0,6574.0,873.0,24269.0,612.0,389.0,63.6,223.0,36.4,13137.0,74878.0,39656.0,799.0,595.0,191.0,567.0,421.0,15197.0,1585.0,Premier League 2017-2018,premier league,2017-2018,2017
