Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,League,league_name,season,season_start
vs Heracles Almelo,28,34.0,18187.0,16392.0,1760.0,387.0,11.0,175.0,505.0,872.0,171.0,71.0,52.0,2.0,14421.0,35.0,352.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs PSV Eindhoven,36,34.0,15005.0,13367.0,1612.0,388.0,11.0,109.0,450.0,710.0,123.0,63.0,35.0,2.0,11049.0,26.0,332.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs RKC Waalwijk,27,34.0,17943.0,16271.0,1593.0,406.0,24.0,162.0,652.0,713.0,169.0,96.0,44.0,3.0,14009.0,79.0,324.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Sparta R'dam,23,34.0,19133.0,17308.0,1759.0,406.0,9.0,173.0,596.0,842.0,168.0,68.0,76.0,3.0,14945.0,66.0,311.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Twente,28,34.0,17226.0,15380.0,1755.0,415.0,25.0,145.0,546.0,872.0,152.0,65.0,38.0,0.0,12912.0,91.0,339.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Utrecht,31,34.0,17440.0,15822.0,1591.0,403.0,9.0,156.0,521.0,676.0,130.0,60.0,49.0,2.0,13623.0,27.0,320.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Vitesse,26,34.0,14731.0,12986.0,1697.0,437.0,22.0,115.0,511.0,725.0,136.0,58.0,53.0,1.0,10959.0,48.0,303.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs VVV-Venlo,29,34.0,18326.0,16645.0,1644.0,432.0,20.0,156.0,655.0,698.0,210.0,88.0,75.0,2.0,14606.0,37.0,266.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Willem II,30,34.0,19049.0,17423.0,1585.0,373.0,17.0,125.0,629.0,720.0,153.0,66.0,56.0,3.0,15034.0,41.0,332.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Zwolle,27,34.0,16539.0,14780.0,1705.0,419.0,22.0,130.0,614.0,743.0,193.0,87.0,92.0,1.0,12768.0,54.0,276.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs B-SAD,29,34.0,17153.0,15113.0,1972.0,585.0,31.0,158.0,,886.0,197.0,89.0,77.0,2.0,13238.0,68.0,297.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Benfica,32,34.0,12569.0,10704.0,1782.0,571.0,16.0,168.0,446.0,671.0,119.0,54.0,50.0,1.0,8931.0,83.0,289.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Boavista,25,34.0,17230.0,15304.0,1867.0,566.0,23.0,202.0,798.0,802.0,215.0,94.0,76.0,3.0,13629.0,59.0,287.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Braga,33,34.0,14479.0,12603.0,1806.0,566.0,14.0,109.0,494.0,724.0,126.0,64.0,48.0,2.0,10887.0,70.0,276.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Famalicão,40,34.0,15176.0,13286.0,1846.0,571.0,25.0,180.0,601.0,814.0,153.0,56.0,75.0,1.0,11733.0,44.0,276.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Farense,30,34.0,16322.0,14268.0,2006.0,597.0,18.0,182.0,633.0,872.0,171.0,79.0,65.0,2.0,12458.0,48.0,299.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Gil Vicente FC,29,34.0,16779.0,14927.0,1777.0,530.0,15.0,159.0,656.0,762.0,176.0,82.0,69.0,0.0,13146.0,75.0,271.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Marítimo,33,34.0,16720.0,14837.0,1836.0,585.0,25.0,166.0,665.0,766.0,172.0,79.0,69.0,2.0,13252.0,47.0,296.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Moreirense,31,34.0,16300.0,14436.0,1788.0,508.0,30.0,131.0,589.0,794.0,177.0,80.0,67.0,0.0,12741.0,76.0,269.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Nacional,30,34.0,15616.0,13709.0,1864.0,565.0,13.0,145.0,702.0,786.0,210.0,106.0,67.0,0.0,11779.0,43.0,321.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Paços de Ferreira,27,34.0,16694.0,14770.0,1864.0,574.0,21.0,137.0,642.0,810.0,163.0,65.0,77.0,0.0,13000.0,60.0,313.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Portimonense,28,34.0,14831.0,12747.0,2048.0,637.0,8.0,164.0,567.0,907.0,166.0,76.0,60.0,1.0,10819.0,36.0,255.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Porto,31,34.0,12135.0,10212.0,1865.0,580.0,15.0,167.0,470.0,709.0,110.0,42.0,47.0,0.0,8566.0,58.0,266.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Rio Ave,30,34.0,15335.0,13464.0,1794.0,531.0,19.0,173.0,563.0,793.0,158.0,77.0,45.0,1.0,11858.0,77.0,278.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Santa Clara,29,34.0,15385.0,13348.0,1971.0,612.0,18.0,139.0,693.0,837.0,186.0,83.0,64.0,2.0,11626.0,66.0,341.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Sporting CP,30,34.0,13321.0,11431.0,1791.0,538.0,16.0,130.0,438.0,718.0,111.0,46.0,47.0,0.0,9665.0,99.0,252.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Tondela,26,34.0,17100.0,15196.0,1830.0,527.0,35.0,204.0,663.0,804.0,182.0,79.0,62.0,1.0,13422.0,74.0,280.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Vitória,30,34.0,16358.0,14520.0,1781.0,565.0,35.0,127.0,601.0,714.0,161.0,86.0,59.0,1.0,12814.0,57.0,270.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Barnsley,29,46.0,21241.0,18092.0,2973.0,660.0,17.0,193.0,716.0,1588.0,212.0,109.0,60.0,11.0,13045.0,176.0,506.0,Championship 2020-2021,championship,2020-2021,2020
vs Birmingham City,34,46.0,21065.0,18286.0,2678.0,744.0,21.0,157.0,720.0,1300.0,199.0,110.0,46.0,15.0,14587.0,101.0,344.0,Championship 2020-2021,championship,2020-2021,2020
vs Blackburn,32,46.0,17897.0,15387.0,2421.0,611.0,19.0,151.0,755.0,1119.0,201.0,100.0,54.0,11.0,12031.0,89.0,378.0,Championship 2020-2021,championship,2020-2021,2020
vs Bournemouth,29,46.0,17474.0,15084.0,2305.0,609.0,14.0,119.0,738.0,1029.0,194.0,97.0,48.0,14.0,11894.0,85.0,333.0,Championship 2020-2021,championship,2020-2021,2020
vs Brentford,29,46.0,18460.0,16069.0,2288.0,592.0,12.0,173.0,759.0,998.0,177.0,100.0,43.0,7.0,12978.0,103.0,348.0,Championship 2020-2021,championship,2020-2021,2020
vs Bristol City,39,46.0,22717.0,20371.0,2286.0,560.0,18.0,171.0,1059.0,1065.0,270.0,142.0,72.0,12.0,16652.0,60.0,382.0,Championship 2020-2021,championship,2020-2021,2020
vs Cardiff City,30,46.0,21625.0,19086.0,2500.0,691.0,14.0,150.0,863.0,1120.0,232.0,104.0,63.0,14.0,15555.0,39.0,360.0,Championship 2020-2021,championship,2020-2021,2020
vs Coventry City,29,46.0,22444.0,19848.0,2508.0,635.0,21.0,250.0,843.0,1228.0,203.0,103.0,57.0,10.0,16265.0,88.0,439.0,Championship 2020-2021,championship,2020-2021,2020
vs Derby County,37,46.0,20838.0,18398.0,2324.0,599.0,15.0,163.0,820.0,1128.0,182.0,90.0,44.0,16.0,15161.0,116.0,388.0,Championship 2020-2021,championship,2020-2021,2020
vs Huddersfield,35,46.0,18431.0,16061.0,2303.0,596.0,17.0,125.0,770.0,1063.0,228.0,111.0,53.0,21.0,13169.0,67.0,379.0,Championship 2020-2021,championship,2020-2021,2020
vs Luton Town,27,46.0,20746.0,18108.0,2562.0,651.0,17.0,141.0,869.0,1219.0,242.0,105.0,79.0,7.0,14433.0,76.0,409.0,Championship 2020-2021,championship,2020-2021,2020
vs Middlesbrough,31,46.0,19402.0,16894.0,2457.0,617.0,18.0,91.0,635.0,1155.0,179.0,97.0,33.0,15.0,13165.0,51.0,369.0,Championship 2020-2021,championship,2020-2021,2020
vs Millwall,27,46.0,23745.0,21341.0,2360.0,593.0,14.0,107.0,779.0,1134.0,193.0,98.0,47.0,17.0,17536.0,44.0,365.0,Championship 2020-2021,championship,2020-2021,2020
vs Norwich City,30,46.0,17969.0,15702.0,2196.0,526.0,9.0,164.0,814.0,923.0,230.0,107.0,59.0,19.0,12755.0,71.0,404.0,Championship 2020-2021,championship,2020-2021,2020
vs Nott'ham Forest,32,46.0,20965.0,18614.0,2281.0,638.0,20.0,162.0,843.0,996.0,219.0,107.0,47.0,26.0,15309.0,70.0,347.0,Championship 2020-2021,championship,2020-2021,2020
vs Preston,32,46.0,20446.0,17915.0,2446.0,630.0,19.0,174.0,923.0,1171.0,223.0,105.0,51.0,16.0,14079.0,85.0,397.0,Championship 2020-2021,championship,2020-2021,2020
vs QPR,28,46.0,20455.0,17886.0,2428.0,620.0,21.0,206.0,934.0,1068.0,224.0,106.0,55.0,15.0,14576.0,141.0,364.0,Championship 2020-2021,championship,2020-2021,2020
vs Reading,27,46.0,21289.0,19053.0,2174.0,552.0,6.0,207.0,807.0,1005.0,203.0,81.0,42.0,24.0,15972.0,62.0,366.0,Championship 2020-2021,championship,2020-2021,2020
vs Rotherham Utd,26,46.0,19723.0,16768.0,2799.0,674.0,18.0,193.0,788.0,1417.0,233.0,115.0,56.0,11.0,13112.0,156.0,398.0,Championship 2020-2021,championship,2020-2021,2020
vs Sheffield Weds,29,46.0,22243.0,19732.0,2444.0,606.0,19.0,170.0,826.0,1176.0,238.0,114.0,83.0,11.0,16431.0,67.0,356.0,Championship 2020-2021,championship,2020-2021,2020
vs Stoke City,33,46.0,21598.0,19106.0,2399.0,636.0,40.0,209.0,800.0,1105.0,210.0,84.0,68.0,22.0,15568.0,93.0,368.0,Championship 2020-2021,championship,2020-2021,2020
vs Swansea City,29,46.0,20906.0,18462.0,2376.0,629.0,14.0,123.0,863.0,1122.0,220.0,122.0,46.0,13.0,15090.0,68.0,351.0,Championship 2020-2021,championship,2020-2021,2020
vs Watford,34,46.0,19645.0,17141.0,2428.0,670.0,17.0,192.0,858.0,1087.0,204.0,87.0,61.0,16.0,14232.0,76.0,347.0,Championship 2020-2021,championship,2020-2021,2020
vs Wycombe,28,46.0,21223.0,18692.0,2430.0,663.0,20.0,235.0,999.0,1046.0,261.0,120.0,73.0,16.0,14613.0,101.0,408.0,Championship 2020-2021,championship,2020-2021,2020
vs Augsburg,28,34.0,20275.0,18389.0,1816.0,432.0,42.0,155.0,706.0,883.0,173.0,70.0,85.0,5.0,16310.0,70.0,296.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Bayern Munich,29,34.0,13091.0,11395.0,1605.0,375.0,27.0,112.0,426.0,598.0,102.0,38.0,51.0,1.0,9582.0,91.0,255.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Dortmund,27,34.0,15653.0,14107.0,1460.0,343.0,37.0,111.0,454.0,664.0,102.0,42.0,49.0,3.0,12236.0,86.0,308.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Düsseldorf,28,34.0,18407.0,16655.0,1681.0,434.0,34.0,95.0,609.0,714.0,162.0,83.0,66.0,2.0,14730.0,71.0,306.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Eint Frankfurt,27,34.0,16294.0,14443.0,1754.0,451.0,33.0,146.0,539.0,770.0,138.0,51.0,62.0,1.0,12331.0,97.0,357.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Freiburg,26,34.0,17426.0,15751.0,1637.0,361.0,49.0,121.0,736.0,708.0,219.0,89.0,101.0,2.0,13736.0,38.0,308.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Gladbach,25,34.0,16383.0,14692.0,1638.0,489.0,23.0,132.0,636.0,667.0,155.0,59.0,71.0,1.0,12722.0,53.0,343.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Hertha BSC,32,34.0,18586.0,16702.0,1811.0,491.0,37.0,150.0,729.0,833.0,184.0,59.0,107.0,3.0,14773.0,73.0,370.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Hoffenheim,31,34.0,16873.0,15142.0,1660.0,412.0,35.0,152.0,751.0,712.0,207.0,94.0,73.0,1.0,13279.0,71.0,324.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Köln,29,34.0,17500.0,15523.0,1933.0,536.0,28.0,112.0,608.0,846.0,200.0,94.0,78.0,2.0,13651.0,44.0,351.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Leverkusen,24,34.0,13325.0,11567.0,1669.0,462.0,63.0,92.0,488.0,712.0,129.0,63.0,49.0,2.0,9475.0,89.0,330.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Mainz 05,25,34.0,18725.0,16837.0,1850.0,500.0,17.0,144.0,712.0,792.0,217.0,81.0,100.0,2.0,14847.0,38.0,353.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Paderborn 07,27,34.0,18340.0,16349.0,1917.0,461.0,34.0,160.0,675.0,884.0,218.0,82.0,102.0,1.0,14581.0,74.0,388.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs RB Leipzig,29,34.0,16552.0,14695.0,1754.0,435.0,34.0,140.0,545.0,739.0,155.0,59.0,72.0,0.0,12737.0,103.0,367.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Schalke 04,29,34.0,16747.0,14918.0,1772.0,443.0,35.0,143.0,636.0,810.0,178.0,69.0,76.0,2.0,12855.0,57.0,403.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Union Berlin,26,34.0,19264.0,17227.0,1974.0,552.0,28.0,132.0,687.0,915.0,184.0,47.0,110.0,1.0,15034.0,63.0,333.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Werder Bremen,30,34.0,17852.0,16046.0,1730.0,496.0,31.0,136.0,805.0,728.0,198.0,85.0,77.0,2.0,14001.0,76.0,322.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Wolfsburg,26,34.0,16849.0,14863.0,1940.0,538.0,14.0,154.0,607.0,866.0,169.0,72.0,73.0,0.0,12768.0,46.0,344.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
vs Arsenal,29,38.0,17668.0,15826.0,1790.0,465.0,31.0,131.0,784.0,741.0,229.0,105.0,71.0,6.0,13968.0,52.0,325.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Aston Villa,28,38.0,20266.0,18345.0,1878.0,481.0,48.0,172.0,857.0,803.0,242.0,101.0,87.0,7.0,16142.0,43.0,370.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Bournemouth,27,38.0,21185.0,19272.0,1842.0,412.0,67.0,146.0,812.0,851.0,251.0,118.0,85.0,6.0,16667.0,71.0,377.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Brighton,25,38.0,18458.0,16526.0,1862.0,428.0,38.0,195.0,676.0,843.0,204.0,110.0,52.0,3.0,14322.0,70.0,356.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Burnley,22,38.0,20627.0,18589.0,1988.0,471.0,46.0,177.0,820.0,922.0,238.0,93.0,59.0,12.0,15824.0,50.0,353.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Chelsea,27,38.0,16600.0,14807.0,1750.0,428.0,36.0,134.0,518.0,766.0,133.0,64.0,40.0,4.0,12445.0,43.0,320.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Crystal Palace,25,38.0,20387.0,18460.0,1896.0,452.0,34.0,190.0,843.0,888.0,235.0,128.0,79.0,5.0,16178.0,31.0,340.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Everton,24,38.0,18648.0,16627.0,1943.0,497.0,54.0,173.0,655.0,897.0,182.0,81.0,65.0,11.0,14366.0,78.0,319.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Leicester City,24,38.0,16545.0,14485.0,1995.0,448.0,43.0,184.0,647.0,974.0,175.0,104.0,49.0,7.0,12319.0,65.0,403.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Liverpool,24,38.0,15242.0,13360.0,1740.0,364.0,54.0,135.0,551.0,742.0,160.0,77.0,47.0,3.0,10923.0,142.0,292.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Manchester City,24,38.0,14396.0,12728.0,1585.0,399.0,37.0,112.0,420.0,570.0,97.0,44.0,35.0,4.0,10925.0,83.0,254.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Manchester Utd,29,38.0,17274.0,15381.0,1826.0,451.0,35.0,162.0,692.0,775.0,186.0,95.0,45.0,3.0,13147.0,67.0,345.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Newcastle Utd,28,38.0,23531.0,21702.0,1777.0,417.0,51.0,179.0,868.0,820.0,252.0,126.0,80.0,6.0,19474.0,52.0,322.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Norwich City,30,38.0,19565.0,17728.0,1798.0,384.0,26.0,157.0,893.0,846.0,266.0,126.0,88.0,0.0,15431.0,39.0,371.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Sheffield Utd,26,38.0,22602.0,20552.0,1993.0,455.0,48.0,210.0,761.0,946.0,218.0,99.0,72.0,9.0,17999.0,57.0,295.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Southampton,25,38.0,18481.0,16297.0,2115.0,481.0,37.0,130.0,737.0,1032.0,222.0,92.0,66.0,5.0,13419.0,69.0,419.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Tottenham,29,38.0,18848.0,17045.0,1749.0,456.0,49.0,171.0,740.0,740.0,207.0,92.0,69.0,12.0,14672.0,54.0,359.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Watford,26,38.0,21471.0,19570.0,1820.0,508.0,48.0,170.0,746.0,763.0,201.0,117.0,47.0,8.0,17002.0,81.0,320.0,Premier League 2019-2020,premier league,2019-2020,2019
vs West Ham,29,38.0,21591.0,19739.0,1753.0,427.0,60.0,140.0,770.0,768.0,219.0,115.0,57.0,8.0,17330.0,99.0,327.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Wolves,21,38.0,19951.0,18133.0,1777.0,441.0,28.0,131.0,664.0,834.0,148.0,67.0,45.0,6.0,15811.0,41.0,323.0,Premier League 2019-2020,premier league,2019-2020,2019
vs Alavés,32,38.0,20109.0,18001.0,2016.0,631.0,43.0,269.0,695.0,907.0,176.0,65.0,59.0,5.0,15671.0,92.0,329.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Athletic Club,26,38.0,18082.0,16006.0,2005.0,558.0,32.0,208.0,737.0,876.0,173.0,68.0,60.0,2.0,13649.0,71.0,316.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Atlético Madrid,30,38.0,19126.0,17114.0,1978.0,598.0,15.0,243.0,728.0,769.0,180.0,63.0,67.0,2.0,14900.0,34.0,343.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Barcelona,28,38.0,14303.0,12675.0,1560.0,465.0,26.0,159.0,560.0,564.0,137.0,48.0,43.0,4.0,10889.0,68.0,276.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Betis,27,38.0,15463.0,13476.0,1862.0,519.0,31.0,172.0,708.0,740.0,202.0,75.0,74.0,5.0,11625.0,125.0,273.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Celta Vigo,30,38.0,17544.0,15616.0,1862.0,511.0,19.0,206.0,783.0,838.0,206.0,83.0,79.0,1.0,13456.0,66.0,329.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Eibar,26,38.0,18285.0,15925.0,2239.0,580.0,49.0,231.0,630.0,1037.0,189.0,69.0,63.0,1.0,13273.0,121.0,310.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Espanyol,31,38.0,18345.0,16269.0,2005.0,608.0,40.0,235.0,646.0,833.0,169.0,69.0,50.0,0.0,13993.0,71.0,343.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Getafe,30,38.0,16917.0,14498.0,2276.0,782.0,39.0,190.0,505.0,947.0,132.0,49.0,48.0,1.0,11770.0,143.0,356.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Granada,27,38.0,18617.0,16434.0,2108.0,617.0,36.0,215.0,724.0,942.0,181.0,70.0,69.0,1.0,14365.0,75.0,316.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Leganés,29,38.0,19534.0,17372.0,2094.0,632.0,23.0,273.0,636.0,920.0,153.0,63.0,49.0,1.0,15049.0,68.0,294.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Levante,29,38.0,17798.0,15792.0,1920.0,508.0,36.0,194.0,854.0,803.0,219.0,78.0,87.0,4.0,13838.0,86.0,286.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Mallorca,32,38.0,19483.0,17602.0,1827.0,526.0,32.0,173.0,737.0,726.0,177.0,54.0,70.0,3.0,15595.0,54.0,307.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Osasuna,31,38.0,17987.0,15674.0,2193.0,592.0,52.0,171.0,666.0,1009.0,176.0,58.0,57.0,4.0,13039.0,120.0,356.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Real Madrid,26,38.0,16712.0,14786.0,1862.0,549.0,26.0,161.0,621.0,726.0,148.0,61.0,54.0,1.0,12998.0,64.0,360.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Real Sociedad,27,38.0,15849.0,13840.0,1914.0,553.0,28.0,195.0,590.0,835.0,147.0,52.0,60.0,5.0,11671.0,95.0,319.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Sevilla,26,38.0,15845.0,13850.0,1929.0,572.0,36.0,135.0,606.0,808.0,146.0,56.0,50.0,1.0,11772.0,66.0,287.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Valencia,28,38.0,19444.0,17692.0,1695.0,464.0,34.0,206.0,826.0,697.0,178.0,58.0,71.0,1.0,15727.0,57.0,267.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Valladolid,30,38.0,19675.0,17690.0,1939.0,526.0,39.0,186.0,781.0,865.0,195.0,65.0,68.0,1.0,15445.0,46.0,356.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Villarreal,25,38.0,18041.0,15998.0,1953.0,514.0,27.0,211.0,838.0,811.0,226.0,86.0,89.0,4.0,13964.0,90.0,301.0,La Liga 2019-2020,la liga,2019-2020,2019
vs Atalanta,30,38.0,16331.0,14347.0,1925.0,547.0,39.0,109.0,468.0,743.0,121.0,45.0,43.0,0.0,12397.0,59.0,323.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Bologna,31,38.0,16783.0,14633.0,2093.0,644.0,27.0,154.0,664.0,818.0,185.0,72.0,71.0,0.0,12886.0,57.0,327.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Brescia,32,38.0,21731.0,19785.0,1885.0,533.0,48.0,225.0,891.0,764.0,242.0,100.0,100.0,1.0,18024.0,61.0,306.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Cagliari,33,38.0,20192.0,18195.0,1907.0,539.0,22.0,209.0,867.0,732.0,236.0,84.0,89.0,1.0,16537.0,90.0,347.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Fiorentina,33,38.0,19046.0,17110.0,1855.0,551.0,54.0,128.0,705.0,705.0,185.0,66.0,69.0,0.0,15326.0,81.0,318.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Genoa,34,38.0,18722.0,16842.0,1828.0,588.0,28.0,138.0,761.0,714.0,192.0,76.0,82.0,0.0,14984.0,52.0,311.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Hellas Verona,30,38.0,17787.0,15785.0,1955.0,615.0,19.0,115.0,719.0,752.0,194.0,89.0,59.0,0.0,13629.0,47.0,252.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Inter,29,38.0,17809.0,15956.0,1823.0,627.0,19.0,194.0,720.0,608.0,167.0,66.0,54.0,1.0,14365.0,30.0,316.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Juventus,30,38.0,16896.0,14994.0,1850.0,547.0,23.0,243.0,613.0,673.0,184.0,73.0,53.0,0.0,13534.0,52.0,325.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Lazio,27,38.0,19233.0,17465.0,1723.0,493.0,19.0,173.0,615.0,624.0,173.0,80.0,66.0,0.0,15858.0,45.0,322.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Lecce,30,38.0,21240.0,19394.0,1775.0,502.0,52.0,188.0,874.0,637.0,275.0,100.0,122.0,1.0,17729.0,71.0,313.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Milan,32,38.0,16945.0,15010.0,1845.0,576.0,20.0,188.0,649.0,664.0,179.0,59.0,78.0,1.0,13233.0,90.0,314.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Napoli,25,38.0,16890.0,15155.0,1666.0,452.0,26.0,120.0,538.0,616.0,148.0,52.0,63.0,2.0,13614.0,69.0,283.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Parma,25,38.0,20518.0,18532.0,1936.0,538.0,20.0,181.0,901.0,784.0,227.0,91.0,92.0,1.0,16942.0,50.0,326.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Roma,31,38.0,17495.0,15541.0,1855.0,555.0,33.0,160.0,609.0,682.0,173.0,67.0,56.0,0.0,14005.0,99.0,288.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Sampdoria,31,38.0,21460.0,19425.0,1938.0,579.0,32.0,176.0,842.0,732.0,220.0,80.0,81.0,2.0,17462.0,97.0,359.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Sassuolo,31,38.0,16147.0,14252.0,1824.0,525.0,27.0,146.0,728.0,677.0,213.0,82.0,81.0,0.0,12820.0,71.0,339.0,Serie A 2019-2020,serie a,2019-2020,2019
vs SPAL,34,38.0,19334.0,17362.0,1896.0,548.0,39.0,187.0,789.0,747.0,242.0,85.0,103.0,3.0,15695.0,76.0,264.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Torino,27,38.0,18163.0,16041.0,2056.0,634.0,43.0,158.0,811.0,801.0,256.0,70.0,105.0,2.0,14163.0,66.0,344.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Udinese,25,38.0,21237.0,19387.0,1819.0,536.0,32.0,169.0,737.0,689.0,233.0,72.0,102.0,0.0,17605.0,31.0,340.0,Serie A 2019-2020,serie a,2019-2020,2019
vs Amiens,27,28.0,15383.0,13911.0,1449.0,418.0,33.0,172.0,558.0,664.0,140.0,60.0,57.0,4.0,12188.0,23.0,237.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
vs Angers,26,28.0,16379.0,15034.0,1317.0,348.0,41.0,116.0,471.0,577.0,112.0,54.0,44.0,1.0,13506.0,28.0,225.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
vs Bordeaux,26,28.0,13024.0,11580.0,1407.0,399.0,34.0,94.0,563.0,583.0,165.0,71.0,66.0,2.0,10061.0,37.0,183.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
vs Brest,24,28.0,14354.0,12905.0,1410.0,337.0,39.0,117.0,609.0,597.0,164.0,65.0,62.0,3.0,11328.0,39.0,223.0,Ligue 1 2019-2020,ligue 1,2019-2020,2019
