Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League
Moreirense,31,47.5,34.0,18482.0,2245.0,7342.0,7889.0,3445.0,471.0,18477.0,524.0,235.0,44.8,255.0,48.7,9757.0,46563.0,22699.0,416.0,299.0,84.0,551.0,300.0,11246.0,927.0,Primeira Liga 2024-2025
Nacional,31,47.5,34.0,17042.0,2075.0,6480.0,7156.0,3613.0,556.0,17037.0,545.0,239.0,43.9,258.0,47.3,8471.0,47499.0,25264.0,466.0,355.0,81.0,549.0,242.0,9653.0,955.0,Primeira Liga 2024-2025
Porto,32,61.7,34.0,22533.0,1710.0,5984.0,10789.0,5951.0,861.0,22522.0,575.0,234.0,40.7,307.0,53.4,12975.0,66521.0,33687.0,578.0,436.0,146.0,495.0,295.0,15901.0,1631.0,Primeira Liga 2024-2025
Rio Ave,36,47.8,34.0,18711.0,2368.0,7215.0,8036.0,3671.0,555.0,18707.0,670.0,293.0,43.7,329.0,49.1,10059.0,51385.0,25725.0,493.0,324.0,102.0,576.0,305.0,11406.0,1041.0,Primeira Liga 2024-2025
Santa Clara,25,44.6,34.0,16921.0,1868.0,6093.0,7374.0,3649.0,558.0,16917.0,519.0,232.0,44.7,252.0,48.6,8366.0,41893.0,21229.0,401.0,302.0,87.0,520.0,229.0,9475.0,858.0,Primeira Liga 2024-2025
Sporting CP,34,60.1,34.0,22870.0,1522.0,5409.0,11230.0,6468.0,1102.0,22857.0,774.0,363.0,46.9,371.0,47.9,14600.0,72222.0,39619.0,797.0,502.0,286.0,515.0,281.0,16235.0,1767.0,Primeira Liga 2024-2025
Vitória,31,56.7,34.0,21137.0,1816.0,6164.0,9918.0,5231.0,715.0,21134.0,479.0,197.0,41.1,248.0,51.8,11325.0,53316.0,27135.0,504.0,393.0,95.0,512.0,262.0,13973.0,1526.0,Primeira Liga 2024-2025
Blackburn,33,49.1,46.0,26426.0,3101.0,10048.0,11084.0,5535.0,850.0,26423.0,711.0,311.0,43.7,346.0,48.7,13308.0,65614.0,30644.0,612.0,440.0,161.0,752.0,441.0,15817.0,1377.0,Championship 2024-2025
Bristol City,24,51.0,46.0,27456.0,2424.0,7629.0,12745.0,7310.0,1058.0,27453.0,604.0,252.0,41.7,313.0,51.8,14748.0,68869.0,34087.0,727.0,488.0,229.0,652.0,385.0,16970.0,1760.0,Championship 2024-2025
Burnley,38,56.6,46.0,29585.0,2927.0,9619.0,13316.0,6870.0,1020.0,29581.0,756.0,326.0,43.1,390.0,51.6,16732.0,83439.0,42337.0,794.0,524.0,237.0,676.0,410.0,20024.0,1727.0,Championship 2024-2025
Cardiff City,33,46.8,46.0,24779.0,2682.0,8267.0,10821.0,5947.0,848.0,24777.0,727.0,355.0,48.8,332.0,45.7,12690.0,64541.0,29867.0,650.0,447.0,181.0,672.0,394.0,14459.0,1479.0,Championship 2024-2025
Coventry City,26,54.3,46.0,27532.0,2762.0,8589.0,12511.0,6669.0,1069.0,27528.0,563.0,239.0,42.5,293.0,52.0,15145.0,75330.0,37300.0,779.0,541.0,214.0,686.0,411.0,17420.0,1684.0,Championship 2024-2025
Derby County,33,43.8,46.0,22549.0,2653.0,8115.0,9414.0,5243.0,866.0,22547.0,626.0,278.0,44.4,308.0,49.2,9977.0,52034.0,24501.0,557.0,321.0,111.0,717.0,384.0,11647.0,1212.0,Championship 2024-2025
Hull City,37,50.0,46.0,27052.0,3543.0,10296.0,10802.0,6214.0,882.0,27047.0,738.0,346.0,46.9,337.0,45.7,14936.0,83939.0,40759.0,782.0,495.0,192.0,698.0,419.0,16920.0,1415.0,Championship 2024-2025
Leeds United,28,61.3,46.0,32230.0,2150.0,8777.0,15504.0,8198.0,1328.0,32226.0,765.0,345.0,45.1,351.0,45.9,19039.0,99024.0,51011.0,967.0,658.0,271.0,633.0,460.0,22644.0,2213.0,Championship 2024-2025
Luton Town,37,45.2,46.0,22964.0,2548.0,7753.0,9140.0,6327.0,1045.0,22962.0,790.0,335.0,42.4,408.0,51.6,10865.0,57336.0,25255.0,577.0,379.0,162.0,737.0,444.0,11926.0,1293.0,Championship 2024-2025
Middlesbrough,33,55.4,46.0,30650.0,2850.0,9495.0,13697.0,7707.0,1220.0,30643.0,821.0,343.0,41.8,410.0,49.9,16743.0,85121.0,44667.0,929.0,611.0,308.0,661.0,425.0,20935.0,2100.0,Championship 2024-2025
Millwall,34,43.0,46.0,22229.0,2403.0,7367.0,9636.0,5460.0,883.0,22225.0,634.0,271.0,42.7,320.0,50.5,9773.0,49918.0,21924.0,469.0,371.0,148.0,714.0,487.0,11062.0,1305.0,Championship 2024-2025
Norwich City,35,57.8,46.0,31304.0,3653.0,11791.0,13986.0,5762.0,927.0,31302.0,744.0,339.0,45.6,377.0,50.7,18366.0,88934.0,42586.0,691.0,497.0,171.0,704.0,431.0,21707.0,1598.0,Championship 2024-2025
Oxford United,34,43.6,46.0,24182.0,3438.0,9718.0,10350.0,4340.0,674.0,24182.0,640.0,248.0,38.8,344.0,53.8,11518.0,56772.0,26730.0,470.0,309.0,122.0,669.0,359.0,13607.0,1017.0,Championship 2024-2025
Plymouth Argyle,34,42.4,46.0,23146.0,3379.0,9656.0,9670.0,4043.0,670.0,23143.0,630.0,252.0,40.0,318.0,50.5,11026.0,57008.0,27803.0,518.0,340.0,150.0,699.0,364.0,12439.0,1116.0,Championship 2024-2025
Portsmouth,37,45.1,46.0,22669.0,2605.0,7378.0,9583.0,5925.0,815.0,22662.0,585.0,223.0,38.1,308.0,52.6,10419.0,52964.0,24009.0,504.0,357.0,118.0,684.0,336.0,11540.0,1216.0,Championship 2024-2025
Preston,28,48.3,46.0,25133.0,2890.0,9140.0,10790.0,5425.0,802.0,25131.0,576.0,236.0,41.0,306.0,53.1,12788.0,60521.0,28609.0,570.0,394.0,148.0,689.0,358.0,14650.0,1362.0,Championship 2024-2025
QPR,30,46.5,46.0,25012.0,3097.0,10089.0,9884.0,5271.0,849.0,25009.0,631.0,264.0,41.8,320.0,50.7,12846.0,63030.0,29677.0,560.0,397.0,155.0,703.0,419.0,14716.0,1184.0,Championship 2024-2025
Sheffield Utd,33,51.4,46.0,26906.0,2853.0,8723.0,11973.0,6440.0,1081.0,26901.0,738.0,347.0,47.0,336.0,45.5,14289.0,70932.0,35543.0,634.0,451.0,221.0,690.0,402.0,16894.0,1613.0,Championship 2024-2025
Sheffield Weds,28,48.2,46.0,24681.0,2858.0,8848.0,10349.0,5711.0,1026.0,24677.0,720.0,293.0,40.7,380.0,52.8,12534.0,65307.0,31380.0,692.0,500.0,189.0,644.0,424.0,14442.0,1481.0,Championship 2024-2025
Stoke City,32,46.9,46.0,24562.0,3159.0,9411.0,10407.0,4983.0,812.0,24556.0,736.0,283.0,38.5,402.0,54.6,12793.0,64633.0,31536.0,597.0,399.0,197.0,675.0,362.0,14374.0,1283.0,Championship 2024-2025
Sunderland,30,49.1,46.0,26336.0,2796.0,8730.0,11700.0,6214.0,1078.0,26331.0,928.0,408.0,44.0,457.0,49.2,14549.0,85393.0,44923.0,888.0,547.0,279.0,717.0,440.0,16442.0,1814.0,Championship 2024-2025
Swansea City,26,57.6,46.0,29443.0,2953.0,9855.0,13520.0,6331.0,808.0,29440.0,727.0,308.0,42.4,363.0,49.9,16817.0,86233.0,43215.0,801.0,569.0,134.0,722.0,388.0,19239.0,1671.0,Championship 2024-2025
Watford,32,52.4,46.0,27057.0,2911.0,9691.0,11835.0,5799.0,906.0,27049.0,823.0,366.0,44.5,400.0,48.6,14509.0,77252.0,38392.0,816.0,556.0,262.0,769.0,428.0,17021.0,1417.0,Championship 2024-2025
West Brom,30,54.1,46.0,28525.0,2961.0,9816.0,12560.0,6366.0,1006.0,28524.0,778.0,359.0,46.1,378.0,48.6,15943.0,83155.0,42210.0,858.0,501.0,250.0,638.0,364.0,18772.0,1641.0,Championship 2024-2025
Aberdeen,32,53.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Celtic,32,74.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Dundee,29,44.3,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Dundee United,27,43.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Hearts,33,54.2,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Hibernian,28,44.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Kilmarnock,26,43.8,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Motherwell,34,42.5,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Rangers,34,62.9,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Ross County,31,40.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
St Johnstone,35,53.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
St Mirren,31,42.4,38.0,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2024-2025
Augsburg,29,43.9,34.0,18130.0,2132.0,6226.0,7678.0,4413.0,795.0,18123.0,531.0,235.0,44.3,255.0,48.0,9496.0,50630.0,24792.0,462.0,313.0,91.0,533.0,236.0,10394.0,1122.0,Bundesliga 2023-2024
Bayern Munich,30,61.3,34.0,26644.0,2111.0,7127.0,12412.0,7367.0,1214.0,26639.0,907.0,481.0,53.0,374.0,41.2,16452.0,93322.0,49960.0,944.0,704.0,276.0,468.0,357.0,19847.0,1926.0,Bundesliga 2023-2024
Bochum,25,46.6,34.0,18361.0,2175.0,5905.0,8082.0,4546.0,787.0,18357.0,436.0,186.0,42.7,209.0,47.9,8480.0,42524.0,20687.0,400.0,292.0,91.0,494.0,280.0,9653.0,1140.0,Bundesliga 2023-2024
Darmstadt 98,32,45.7,34.0,19009.0,2407.0,7114.0,8147.0,3897.0,566.0,19006.0,440.0,192.0,43.6,220.0,50.0,9943.0,51709.0,26088.0,437.0,310.0,99.0,470.0,230.0,11700.0,1073.0,Bundesliga 2023-2024
Dortmund,32,57.8,34.0,24314.0,2558.0,8081.0,11082.0,5366.0,901.0,24308.0,712.0,320.0,44.9,312.0,43.8,14643.0,79399.0,41049.0,770.0,565.0,229.0,532.0,329.0,17002.0,1436.0,Bundesliga 2023-2024
Eint Frankfurt,34,52.1,34.0,22762.0,2453.0,7846.0,10620.0,4523.0,815.0,22759.0,640.0,281.0,43.9,326.0,50.9,13004.0,64135.0,31792.0,574.0,391.0,176.0,523.0,298.0,14898.0,1294.0,Bundesliga 2023-2024
Freiburg,25,46.6,34.0,19706.0,2362.0,6698.0,9055.0,4130.0,653.0,19697.0,518.0,221.0,42.7,237.0,45.8,10673.0,57954.0,28611.0,468.0,383.0,94.0,452.0,240.0,12176.0,1189.0,Bundesliga 2023-2024
Gladbach,27,46.8,34.0,20954.0,2559.0,7900.0,9058.0,4189.0,720.0,20948.0,550.0,237.0,43.1,261.0,47.5,12077.0,60157.0,30940.0,598.0,435.0,153.0,429.0,320.0,13427.0,1217.0,Bundesliga 2023-2024
Heidenheim,22,42.5,34.0,18405.0,2361.0,6987.0,7570.0,4058.0,637.0,18402.0,530.0,223.0,42.1,266.0,50.2,9120.0,52754.0,26313.0,510.0,361.0,90.0,549.0,279.0,10152.0,976.0,Bundesliga 2023-2024
Hoffenheim,30,49.5,34.0,20983.0,2561.0,6920.0,9475.0,4742.0,752.0,20977.0,542.0,220.0,40.6,267.0,49.3,11630.0,59332.0,30284.0,538.0,401.0,144.0,477.0,241.0,13325.0,1351.0,Bundesliga 2023-2024
Köln,26,46.5,34.0,19356.0,2274.0,7028.0,8252.0,4318.0,668.0,19350.0,524.0,246.0,46.9,236.0,45.0,10380.0,57764.0,29156.0,618.0,439.0,141.0,472.0,292.0,11521.0,1081.0,Bundesliga 2023-2024
Leverkusen,24,61.8,34.0,27830.0,1703.0,5847.0,14080.0,8122.0,1168.0,27822.0,727.0,348.0,47.9,328.0,45.1,16677.0,86657.0,46901.0,888.0,676.0,242.0,483.0,333.0,21041.0,1979.0,Bundesliga 2023-2024
Mainz 05,30,46.1,34.0,19212.0,2023.0,6417.0,8450.0,4536.0,807.0,19207.0,601.0,269.0,44.8,269.0,44.8,9023.0,46790.0,22024.0,480.0,314.0,135.0,537.0,285.0,10854.0,1155.0,Bundesliga 2023-2024
RB Leipzig,26,55.3,34.0,23320.0,1985.0,6900.0,11365.0,5276.0,918.0,23313.0,633.0,322.0,50.9,238.0,37.6,14158.0,71290.0,37973.0,714.0,543.0,177.0,488.0,332.0,16170.0,1530.0,Bundesliga 2023-2024
Stuttgart,27,59.9,34.0,26204.0,2322.0,7298.0,13251.0,5858.0,898.0,26196.0,673.0,334.0,49.6,279.0,41.5,15113.0,75798.0,37881.0,693.0,545.0,191.0,561.0,329.0,18993.0,1602.0,Bundesliga 2023-2024
Union Berlin,30,42.9,34.0,18929.0,2344.0,7065.0,7881.0,4179.0,687.0,18923.0,506.0,217.0,42.9,260.0,51.4,9123.0,47015.0,23793.0,389.0,297.0,112.0,549.0,293.0,10894.0,1132.0,Bundesliga 2023-2024
Werder Bremen,30,46.8,34.0,20347.0,2574.0,7617.0,9015.0,3923.0,672.0,20341.0,556.0,253.0,45.5,262.0,47.1,11241.0,58514.0,29365.0,492.0,367.0,108.0,541.0,263.0,12715.0,1163.0,Bundesliga 2023-2024
Wolfsburg,28,48.0,34.0,20363.0,2187.0,6900.0,9104.0,4524.0,655.0,20360.0,481.0,202.0,42.0,235.0,48.9,11147.0,54291.0,25908.0,441.0,329.0,105.0,521.0,261.0,12976.0,1226.0,Bundesliga 2023-2024
Arsenal,25,58.2,38.0,26493.0,1974.0,6714.0,11407.0,8560.0,1480.0,26483.0,671.0,283.0,42.2,304.0,45.3,16297.0,81171.0,41510.0,821.0,575.0,327.0,525.0,375.0,18917.0,2088.0,Premier League 2023-2024
Aston Villa,31,53.1,38.0,23059.0,2807.0,8171.0,9636.0,5459.0,1010.0,23055.0,757.0,345.0,45.6,315.0,41.6,14451.0,78629.0,41239.0,775.0,490.0,217.0,477.0,416.0,15824.0,1438.0,Premier League 2023-2024
Bournemouth,30,44.4,38.0,20700.0,2486.0,6820.0,8469.0,5686.0,1033.0,20697.0,872.0,382.0,43.8,414.0,47.5,11015.0,66369.0,34635.0,709.0,513.0,240.0,637.0,386.0,11771.0,1296.0,Premier League 2023-2024
Brentford,28,45.2,38.0,21227.0,2878.0,7944.0,8253.0,5210.0,982.0,21224.0,577.0,243.0,42.1,269.0,46.6,10970.0,56621.0,29411.0,505.0,363.0,156.0,556.0,271.0,12416.0,1276.0,Premier League 2023-2024
Brighton,30,59.8,38.0,29112.0,3197.0,9449.0,13090.0,6766.0,1081.0,29106.0,715.0,297.0,41.5,322.0,45.0,19020.0,92960.0,48884.0,864.0,584.0,269.0,579.0,342.0,21577.0,1767.0,Premier League 2023-2024
Burnley,31,47.4,38.0,22181.0,2907.0,8021.0,9196.0,5155.0,819.0,22178.0,699.0,300.0,42.9,329.0,47.1,12244.0,66914.0,35421.0,727.0,460.0,240.0,517.0,296.0,13779.0,1162.0,Premier League 2023-2024
Chelsea,32,58.6,38.0,27725.0,3035.0,9367.0,12068.0,6558.0,1039.0,27713.0,869.0,398.0,45.8,365.0,42.0,16624.0,84615.0,44082.0,873.0,543.0,291.0,604.0,370.0,19899.0,1600.0,Premier League 2023-2024
Crystal Palace,26,42.3,38.0,21367.0,2349.0,7237.0,9279.0,5077.0,797.0,21363.0,737.0,341.0,46.3,320.0,43.4,10943.0,55546.0,26838.0,506.0,383.0,170.0,606.0,426.0,12811.0,1161.0,Premier League 2023-2024
Everton,26,40.8,38.0,20053.0,2568.0,6792.0,8180.0,5283.0,809.0,20050.0,564.0,250.0,44.3,267.0,47.3,9770.0,52160.0,25904.0,495.0,389.0,127.0,560.0,320.0,11254.0,1119.0,Premier League 2023-2024
Fulham,25,50.6,38.0,24318.0,2792.0,8619.0,10359.0,5568.0,849.0,24316.0,550.0,271.0,49.3,232.0,42.2,13883.0,72675.0,36777.0,670.0,508.0,151.0,520.0,325.0,16183.0,1452.0,Premier League 2023-2024
Liverpool,30,61.3,38.0,28764.0,2193.0,7390.0,13756.0,7869.0,1422.0,28755.0,737.0,331.0,44.9,331.0,44.9,17894.0,92424.0,48244.0,924.0,694.0,295.0,574.0,407.0,20230.0,2091.0,Premier League 2023-2024
Luton Town,28,42.4,38.0,19655.0,2630.0,7028.0,7905.0,4964.0,780.0,19650.0,771.0,354.0,45.9,331.0,42.9,10069.0,59965.0,29815.0,675.0,480.0,169.0,580.0,385.0,10911.0,1094.0,Premier League 2023-2024
Manchester City,25,65.2,38.0,31414.0,2162.0,7012.0,14348.0,10260.0,1466.0,31404.0,731.0,377.0,51.6,282.0,38.6,20210.0,105397.0,58071.0,1127.0,867.0,415.0,441.0,356.0,24343.0,2032.0,Premier League 2023-2024
Manchester Utd,31,50.6,38.0,23998.0,2938.0,8197.0,9856.0,6146.0,1025.0,23991.0,697.0,311.0,44.6,303.0,43.5,13979.0,75358.0,39599.0,758.0,523.0,274.0,484.0,342.0,15597.0,1468.0,Premier League 2023-2024
Newcastle Utd,32,52.2,38.0,24004.0,2447.0,8084.0,10144.0,6004.0,1094.0,23996.0,730.0,355.0,48.6,288.0,39.5,13650.0,73461.0,36585.0,737.0,507.0,243.0,506.0,400.0,15994.0,1545.0,Premier League 2023-2024
Nott'ham Forest,33,40.6,38.0,20126.0,2493.0,7339.0,8320.0,4686.0,785.0,20125.0,604.0,275.0,45.5,268.0,44.4,10217.0,54749.0,29182.0,601.0,394.0,155.0,527.0,286.0,11784.0,1123.0,Premier League 2023-2024
Sheffield Utd,35,35.8,38.0,17951.0,2817.0,7156.0,7145.0,3830.0,646.0,17946.0,581.0,251.0,43.2,286.0,49.2,8332.0,43412.0,20412.0,346.0,287.0,128.0,489.0,322.0,9458.0,875.0,Premier League 2023-2024
Tottenham,29,61.6,38.0,28529.0,2791.0,8520.0,12260.0,8010.0,1316.0,28527.0,812.0,359.0,44.2,363.0,44.7,18087.0,92824.0,46598.0,957.0,634.0,349.0,559.0,375.0,20484.0,2097.0,Premier League 2023-2024
West Ham,26,41.1,38.0,20875.0,2605.0,7301.0,9100.0,4692.0,750.0,20869.0,745.0,353.0,47.4,321.0,43.1,11184.0,60658.0,28802.0,556.0,369.0,168.0,515.0,397.0,12459.0,1192.0,Premier League 2023-2024
Wolves,27,48.9,38.0,23487.0,2823.0,8674.0,10264.0,4804.0,739.0,23483.0,823.0,415.0,50.4,324.0,39.4,13055.0,71341.0,36731.0,671.0,519.0,168.0,536.0,389.0,15352.0,1163.0,Premier League 2023-2024
Alavés,30,41.8,38.0,18179.0,2162.0,6122.0,7564.0,4706.0,764.0,18172.0,625.0,310.0,49.6,254.0,40.6,8574.0,48049.0,25494.0,550.0,364.0,138.0,572.0,299.0,9972.0,1252.0,La Liga 2023-2024
Almería,35,46.4,38.0,20902.0,2654.0,7711.0,9323.0,4094.0,614.0,20900.0,667.0,299.0,44.8,314.0,47.1,11128.0,59196.0,30444.0,590.0,424.0,132.0,550.0,269.0,12660.0,1082.0,La Liga 2023-2024
Athletic Club,27,49.8,38.0,22845.0,1965.0,6376.0,10617.0,6083.0,901.0,22839.0,743.0,338.0,45.5,349.0,47.0,12487.0,65998.0,34507.0,735.0,528.0,193.0,571.0,366.0,14367.0,1596.0,La Liga 2023-2024
Atlético Madrid,27,50.8,38.0,24749.0,2368.0,7880.0,11405.0,5662.0,954.0,24743.0,567.0,297.0,52.4,227.0,40.0,14402.0,72549.0,38491.0,758.0,546.0,181.0,533.0,303.0,16931.0,1580.0,La Liga 2023-2024
Barcelona,29,64.3,38.0,28717.0,2191.0,7360.0,14262.0,7313.0,1077.0,28710.0,826.0,384.0,46.5,338.0,40.9,17768.0,96311.0,54148.0,964.0,728.0,262.0,605.0,305.0,21296.0,1911.0,La Liga 2023-2024
Betis,35,50.4,38.0,23335.0,2339.0,7497.0,10512.0,5555.0,886.0,23332.0,793.0,386.0,48.7,329.0,41.5,13053.0,68844.0,34142.0,676.0,495.0,186.0,626.0,427.0,15184.0,1424.0,La Liga 2023-2024
Cádiz,34,43.3,38.0,19166.0,2242.0,6375.0,8425.0,4551.0,570.0,19163.0,537.0,230.0,42.8,263.0,49.0,9664.0,52345.0,25428.0,456.0,422.0,76.0,571.0,343.0,10662.0,996.0,La Liga 2023-2024
Celta Vigo,31,46.1,38.0,22062.0,2314.0,7084.0,9675.0,5538.0,818.0,22057.0,646.0,295.0,45.7,291.0,45.0,12540.0,63894.0,32693.0,660.0,489.0,162.0,600.0,336.0,13773.0,1332.0,La Liga 2023-2024
Getafe,33,44.8,38.0,19243.0,2020.0,5619.0,8971.0,4848.0,684.0,19236.0,552.0,239.0,43.3,261.0,47.3,9360.0,49101.0,24618.0,439.0,385.0,122.0,576.0,281.0,10603.0,1124.0,La Liga 2023-2024
Girona,25,56.9,38.0,25780.0,2695.0,8432.0,11583.0,5985.0,977.0,25772.0,745.0,353.0,47.4,297.0,39.9,16055.0,90323.0,46626.0,894.0,599.0,234.0,584.0,376.0,18610.0,1673.0,La Liga 2023-2024
Granada,40,45.6,38.0,20152.0,2413.0,7720.0,8677.0,3997.0,667.0,20144.0,658.0,303.0,46.0,296.0,45.0,10969.0,57198.0,28813.0,512.0,379.0,112.0,600.0,305.0,12010.0,1030.0,La Liga 2023-2024
Las Palmas,29,59.2,38.0,27041.0,2667.0,9077.0,12876.0,5282.0,614.0,27036.0,680.0,316.0,46.5,308.0,45.3,15544.0,71689.0,36286.0,577.0,459.0,116.0,645.0,365.0,18955.0,1573.0,La Liga 2023-2024
Mallorca,25,45.0,38.0,19767.0,2279.0,6620.0,8961.0,4390.0,672.0,19764.0,511.0,251.0,49.1,219.0,42.9,9848.0,53864.0,26398.0,498.0,377.0,108.0,566.0,313.0,11353.0,1155.0,La Liga 2023-2024
Osasuna,29,47.5,38.0,21181.0,2147.0,6244.0,9526.0,5586.0,720.0,21176.0,530.0,237.0,44.7,247.0,46.6,10522.0,54022.0,25894.0,501.0,408.0,97.0,540.0,283.0,12730.0,1306.0,La Liga 2023-2024
Rayo Vallecano,26,49.4,38.0,21757.0,2306.0,7210.0,9672.0,5091.0,669.0,21751.0,653.0,283.0,43.3,306.0,46.9,10906.0,56132.0,26844.0,506.0,368.0,116.0,634.0,373.0,13171.0,1327.0,La Liga 2023-2024
Real Madrid,27,59.2,38.0,28670.0,2455.0,7880.0,13241.0,7813.0,1156.0,28665.0,889.0,401.0,45.1,393.0,44.2,18483.0,97637.0,52448.0,950.0,802.0,315.0,480.0,312.0,21642.0,1923.0,La Liga 2023-2024
Real Sociedad,31,55.3,38.0,23321.0,2214.0,6934.0,11207.0,5377.0,769.0,23317.0,681.0,321.0,47.1,284.0,41.7,12972.0,71091.0,36540.0,685.0,465.0,175.0,612.0,351.0,15092.0,1402.0,La Liga 2023-2024
Sevilla,35,50.3,38.0,22879.0,2261.0,7429.0,10033.0,5652.0,746.0,22877.0,632.0,292.0,46.2,278.0,44.0,12225.0,64805.0,32942.0,635.0,447.0,146.0,620.0,280.0,14506.0,1406.0,La Liga 2023-2024
Valencia,29,44.3,38.0,20444.0,2323.0,7222.0,9012.0,4440.0,593.0,20435.0,644.0,276.0,42.9,294.0,45.7,10723.0,56085.0,28187.0,522.0,399.0,136.0,582.0,318.0,12130.0,1151.0,La Liga 2023-2024
Villarreal,32,49.6,38.0,22729.0,2879.0,8003.0,9685.0,5250.0,848.0,22722.0,723.0,351.0,48.5,329.0,45.5,12248.0,68209.0,34560.0,654.0,491.0,189.0,570.0,356.0,15179.0,1548.0,La Liga 2023-2024
Atalanta,29,51.0,38.0,24136.0,2222.0,7494.0,10658.0,6186.0,912.0,24131.0,618.0,286.0,46.3,270.0,43.7,13092.0,68762.0,34095.0,715.0,519.0,175.0,621.0,377.0,15915.0,1733.0,Serie A 2023-2024
Bologna,28,58.1,38.0,26520.0,2581.0,8683.0,12696.0,5367.0,718.0,26515.0,673.0,293.0,43.5,322.0,47.8,15952.0,85719.0,42240.0,660.0,485.0,149.0,542.0,311.0,18969.0,1441.0,Serie A 2023-2024
Cagliari,29,42.1,38.0,18599.0,2190.0,6532.0,7916.0,4352.0,669.0,18593.0,516.0,237.0,45.9,220.0,42.6,9242.0,50747.0,25755.0,529.0,339.0,111.0,545.0,338.0,10604.0,1097.0,Serie A 2023-2024
Empoli,34,44.0,38.0,19512.0,2513.0,7254.0,8232.0,4226.0,643.0,19507.0,578.0,226.0,39.1,285.0,49.3,10392.0,56371.0,27637.0,524.0,356.0,142.0,543.0,304.0,11485.0,1049.0,Serie A 2023-2024
Fiorentina,30,57.4,38.0,23660.0,2134.0,6769.0,10823.0,6270.0,912.0,23652.0,626.0,279.0,44.6,277.0,44.2,13985.0,74376.0,35906.0,621.0,541.0,162.0,543.0,331.0,15981.0,1640.0,Serie A 2023-2024
Frosinone,34,49.7,38.0,21725.0,2575.0,7362.0,9638.0,4917.0,700.0,21715.0,709.0,297.0,41.9,349.0,49.2,11253.0,59975.0,29044.0,563.0,414.0,147.0,578.0,348.0,13600.0,1308.0,Serie A 2023-2024
Genoa,34,44.1,38.0,19810.0,2525.0,7228.0,8554.0,4197.0,577.0,19804.0,450.0,193.0,42.9,200.0,44.4,10591.0,55850.0,27300.0,468.0,367.0,83.0,577.0,293.0,11911.0,1061.0,Serie A 2023-2024
Hellas Verona,36,44.4,38.0,18925.0,2169.0,6433.0,8621.0,4096.0,598.0,18918.0,567.0,252.0,44.4,261.0,46.0,9746.0,53168.0,24445.0,539.0,384.0,113.0,595.0,284.0,10515.0,1108.0,Serie A 2023-2024
Inter,27,57.1,38.0,26071.0,2584.0,8236.0,11755.0,6248.0,1016.0,26057.0,435.0,195.0,44.8,190.0,43.7,15792.0,76532.0,39144.0,720.0,567.0,163.0,474.0,230.0,18982.0,1603.0,Serie A 2023-2024
Juventus,31,48.5,38.0,22071.0,2211.0,6537.0,10295.0,5426.0,881.0,22066.0,596.0,259.0,43.5,269.0,45.1,12537.0,68467.0,35950.0,709.0,501.0,183.0,553.0,307.0,14598.0,1451.0,Serie A 2023-2024
Lazio,22,53.3,38.0,24842.0,2339.0,7512.0,12115.0,5447.0,774.0,24838.0,607.0,272.0,44.8,269.0,44.3,13268.0,72312.0,37908.0,716.0,521.0,143.0,507.0,243.0,17337.0,1521.0,Serie A 2023-2024
Lecce,26,44.9,38.0,19625.0,2361.0,6796.0,8874.0,4214.0,667.0,19620.0,651.0,299.0,45.9,279.0,42.9,10809.0,63363.0,32718.0,638.0,430.0,153.0,605.0,357.0,11618.0,1171.0,Serie A 2023-2024
Milan,35,56.9,38.0,24529.0,2325.0,7583.0,11624.0,5537.0,941.0,24521.0,765.0,359.0,46.9,324.0,42.4,15357.0,89185.0,47776.0,899.0,648.0,228.0,520.0,293.0,17458.0,1557.0,Serie A 2023-2024
Monza,31,53.5,38.0,23553.0,2841.0,8296.0,10598.0,4849.0,712.0,23548.0,490.0,216.0,44.1,216.0,44.1,14513.0,79970.0,40662.0,723.0,556.0,165.0,519.0,265.0,16564.0,1236.0,Serie A 2023-2024
Napoli,29,60.9,38.0,26725.0,2080.0,7134.0,12991.0,6831.0,1045.0,26715.0,744.0,327.0,44.0,344.0,46.2,15782.0,85539.0,42352.0,802.0,628.0,195.0,490.0,293.0,19328.0,1745.0,Serie A 2023-2024
