Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League
vs Gil Vicente,1,34.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Marítimo,3,34.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Moreirense,1,34.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Nacional,2,34.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Paços de Ferreira,2,34.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Penafiel,3,34.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Porto,3,34.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Rio Ave,2,34.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Sporting CP,2,34.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Vitória,2,34.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Vitória Setúbal,2,34.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2014-2015
vs Birmingham City,2,46.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Blackburn,4,46.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Blackpool,2,46.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Bolton,3,46.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Bournemouth,3,46.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Brentford,1,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Brighton,3,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Cardiff City,2,46.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Charlton Ath,4,46.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Derby County,2,46.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Fulham,3,46.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Huddersfield,2,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Ipswich Town,2,46.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Leeds United,2,46.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Middlesbrough,2,46.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Millwall,1,46.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Norwich City,1,46.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Nott'ham Forest,2,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Reading,2,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Rotherham Utd,3,46.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Sheffield Weds,2,46.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Watford,2,46.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Wigan Athletic,3,46.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Wolves,2,46.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Championship 2014-2015
vs Aberdeen,2,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Celtic,2,38.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Dundee,3,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Dundee United,2,38.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Hamilton Acad.,1,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Inverness CT,3,38.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Kilmarnock,2,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Motherwell,2,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Partick Thistle,2,38.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Ross County,2,38.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs St Johnstone,1,38.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs St Mirren,2,38.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2014-2015
vs Augsburg,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Bayern Munich,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs BTSV,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Dortmund,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Eint Frankfurt,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Freiburg,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Gladbach,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hamburger SV,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hannover 96,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hertha BSC,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Hoffenheim,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Leverkusen,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Mainz 05,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Nürnberg,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Schalke 04,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Stuttgart,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Werder Bremen,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Wolfsburg,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2013-2014
vs Arsenal,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Aston Villa,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Cardiff City,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Chelsea,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Crystal Palace,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Everton,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Fulham,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Hull City,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Liverpool,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Manchester City,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Manchester Utd,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Newcastle Utd,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Norwich City,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Southampton,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Stoke City,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Sunderland,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Swansea City,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Tottenham,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs West Brom,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs West Ham,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2013-2014
vs Almería,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Athletic Club,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Atlético Madrid,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Barcelona,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Betis,4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Celta Vigo,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Elche,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Espanyol,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Getafe,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Granada,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Levante,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Málaga,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Osasuna,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Rayo Vallecano,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Real Madrid,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Real Sociedad,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Sevilla,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Valencia,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Valladolid,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Villarreal,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2013-2014
vs Atalanta,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Bologna,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Cagliari,4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Catania,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Chievo,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Fiorentina,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Genoa,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Hellas Verona,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Inter,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Juventus,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Lazio,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Livorno,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Milan,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Napoli,4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Parma,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Roma,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Sampdoria,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Sassuolo,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Torino,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Udinese,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A 2013-2014
vs Ajaccio,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Bastia,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Bordeaux,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Evian,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Guingamp,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lille,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lorient,4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Lyon,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Marseille,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Monaco,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Montpellier,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Nantes,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Nice,4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Paris S-G,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Reims,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Rennes,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Saint-Étienne,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Sochaux,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Toulouse,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs Valenciennes,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Ligue 1 2013-2014
vs ADO Den Haag,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Ajax,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs AZ Alkmaar,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Cambuur,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Feyenoord,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Go Ahead Eag,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Groningen,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Heerenveen,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Heracles Almelo,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs NAC Breda,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs NEC Nijmegen,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs PSV Eindhoven,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs RKC Waalwijk,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Roda JC,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Twente,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Utrecht,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Vitesse,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Zwolle,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Eredivisie 2013-2014
vs Académica,1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Arouca,4,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Belenenses,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Benfica,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Braga,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Estoril,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Gil Vicente,1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Marítimo,4,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Nacional,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Olhanense,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Paços de Ferreira,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Porto,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Rio Ave,4,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Sporting CP,1,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Vitória,2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Vitória Setúbal,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,Primeira Liga 2013-2014
vs Barnsley,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Birmingham City,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Blackburn,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Blackpool,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Bolton,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Bournemouth,4,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Brighton,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Burnley,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Charlton Ath,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Derby County,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Doncaster,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Huddersfield,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Ipswich Town,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Leeds United,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Leicester City,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Middlesbrough,5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Millwall,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Nott'ham Forest,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs QPR,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Reading,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Sheffield Weds,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Watford,2,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Wigan Athletic,3,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Yeovil Town,5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,Championship 2013-2014
vs Aberdeen,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Celtic,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Dundee United,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Hearts,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Hibernian,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Inverness CT,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Kilmarnock,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Motherwell,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Partick Thistle,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Ross County,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs St Johnstone,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs St Mirren,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2013-2014
vs Augsburg,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Bayern Munich,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Dortmund,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Düsseldorf,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Eint Frankfurt,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Freiburg,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Gladbach,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Greuther Fürth,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Hamburger SV,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Hannover 96,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Hoffenheim,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Leverkusen,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Mainz 05,3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Nürnberg,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Schalke 04,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Stuttgart,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Werder Bremen,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Wolfsburg,1,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga 2012-2013
vs Arsenal,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Aston Villa,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Chelsea,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Everton,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Fulham,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Liverpool,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Manchester City,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Manchester Utd,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Newcastle Utd,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Norwich City,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs QPR,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Reading,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Southampton,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Stoke City,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Sunderland,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Swansea City,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Tottenham,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs West Brom,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs West Ham,1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Wigan Athletic,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League 2012-2013
vs Athletic Club,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Atlético Madrid,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Barcelona,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Betis,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Celta Vigo,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Espanyol,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Getafe,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Granada,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs La Coruña,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Levante,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Málaga,2,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Mallorca,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
vs Osasuna,3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,La Liga 2012-2013
